state	OR	ORplusSister
178150000	1987.669503	1842.776978
178200000	1990.647498	1835.900131
178250000	1986.952029	1843.365796
178300000	1983.829275	1818.853332
178350000	1984.250369	1836.904716
178400000	1979.780652	1845.784972
178450000	1970.225965	1794.098402
178500000	1966.591698	1842.933161
178550000	1973.533371	1844.639428
178600000	1972.791695	1777.910907
178650000	1980.463117	1862.165141
178700000	1988.122199	1891.041402
178750000	1989.301577	1885.390837
178800000	1989.819522	1852.414211
178850000	1988.848270	1871.468794
178900000	1996.932717	1886.792539
178950000	1994.293585	1888.755648
179000000	1992.900289	1874.879651
179050000	1992.162975	1885.718667
179100000	1993.943082	1889.633358
179150000	1996.376650	1894.176032
179200000	1993.928204	1877.798654
179250000	1991.902585	1876.020665
179300000	1995.606747	1889.520684
179350000	1990.286078	1891.014821
179400000	1990.471510	1879.062870
179450000	1992.219955	1876.922477
179500000	1986.806597	1874.660549
179550000	1989.577885	1884.685807
179600000	1983.537921	1861.359579
179650000	1985.411354	1838.822227
179700000	1986.022768	1809.710848
179750000	1984.980449	1804.139406
179800000	1988.438122	1791.200858
179850000	1993.535661	1817.095328
179900000	1997.575422	1810.698446
179950000	1996.292422	1866.969780
180000000	1990.995570	1851.579479
180050000	1987.134871	1847.662659
180100000	1989.941160	1809.077649
180150000	1987.843111	1811.379290
180200000	1985.241649	1848.950498
180250000	1988.917725	1823.961783
180300000	1989.371925	1845.303690
180350000	1988.476286	1836.072886
180400000	1992.023397	1875.139540
180450000	1991.681225	1852.019940
180500000	1990.916353	1862.465608
180550000	1991.163577	1861.831968
180600000	1990.507298	1839.859831
180650000	1985.967729	1840.593575
180700000	1974.201962	1807.877805
180750000	1987.320431	1818.886697
180800000	1985.042906	1845.913801
180850000	1986.910796	1848.987604
180900000	1986.457069	1854.135226
180950000	1978.908487	1834.777624
181000000	1979.067413	1845.695513
181050000	1980.546995	1840.562542
181100000	1973.003553	1814.033859
181150000	1979.090112	1844.414988
181200000	1987.850070	1886.163064
181250000	1989.177621	1899.012798
181300000	1987.962969	1894.942629
181350000	1983.724250	1899.185694
181400000	1987.622271	1889.410662
181450000	1989.254477	1880.692877
181500000	1991.697866	1901.259935
181550000	1987.384022	1896.711462
181600000	1990.331200	1889.800445
181650000	1995.770225	1880.560559
181700000	1992.151264	1873.430467
181750000	1991.058408	1889.300399
181800000	1990.825119	1884.337764
181850000	1988.057762	1895.922639
181900000	1988.282832	1889.440730
181950000	1989.091082	1904.847530
182000000	1985.056233	1885.923948
182050000	1983.833461	1891.099237
182100000	1985.250430	1891.452956
182150000	1992.517020	1901.891355
182200000	1986.797102	1886.250449
182250000	1990.470894	1886.664503
182300000	1991.403917	1871.226539
182350000	1990.216657	1866.815673
182400000	1990.630893	1903.542624
182450000	1993.436528	1880.487838
182500000	1995.441008	1912.102033
182550000	1996.219313	1891.477831
182600000	1994.945683	1888.793307
182650000	1989.731626	1891.911564
182700000	1988.457792	1861.148303
182750000	1990.293902	1881.420422
182800000	1992.099606	1907.894480
182850000	1984.286846	1870.413454
182900000	1991.528111	1886.635875
182950000	1996.677520	1904.336358
183000000	2000.593831	1906.632411
183050000	1994.972178	1907.153468
183100000	1991.935923	1900.274925
183150000	1995.187163	1888.783102
183200000	1990.680341	1887.576455
183250000	1988.862190	1896.022785
183300000	1992.139836	1884.264010
183350000	1993.300918	1882.462551
183400000	1985.955055	1862.493674
183450000	1985.018538	1854.905999
183500000	1988.505869	1864.033945
183550000	1991.698882	1884.535286
183600000	1989.549506	1886.537758
183650000	1989.202759	1886.006934
183700000	1986.126880	1880.318528
183750000	1984.245966	1868.201091
183800000	1977.370345	1838.521385
183850000	1983.661868	1856.895280
183900000	1982.914961	1846.987897
183950000	1982.972778	1872.216224
184000000	1977.848421	1874.647940
184050000	1975.718579	1845.977881
184100000	1971.299203	1823.977082
184150000	1981.813010	1841.293570
184200000	1981.910397	1842.795319
184250000	1980.938573	1833.215964
184300000	1985.729628	1856.879042
184350000	1988.422771	1830.684069
184400000	1983.836706	1818.187571
184450000	1990.179444	1843.336285
184500000	1981.937597	1822.363163
184550000	1974.982566	1834.509433
184600000	1969.455773	1819.398471
184650000	1973.397166	1840.586336
184700000	1980.646373	1833.965410
184750000	1980.819353	1802.336234
184800000	1987.555023	1848.974152
184850000	1990.164225	1831.077519
184900000	1988.099671	1819.141010
184950000	1987.705406	1818.411405
185000000	1984.290598	1838.880298
185050000	1989.761059	1816.139222
185100000	1990.129362	1834.691975
185150000	1988.521983	1844.226950
185200000	1986.150650	1826.233965
185250000	1983.777797	1763.587630
185300000	1987.609909	1781.520224
185350000	1985.211406	1832.906781
185400000	1976.103282	1826.310867
185450000	1982.522887	1817.287324
185500000	1980.577859	1843.300147
185550000	1989.402662	1837.131802
185600000	1989.113273	1815.107918
185650000	1991.976242	1824.232687
185700000	1988.716840	1803.758763
185750000	1991.140839	1830.761733
185800000	1991.098766	1845.958599
185850000	1989.568701	1861.029635
185900000	1985.951854	1835.652903
185950000	1990.367761	1841.712495
186000000	1990.214185	1844.760381
186050000	1990.491393	1873.164390
186100000	1996.043231	1881.471566
186150000	1998.148466	1895.565343
186200000	1995.028767	1880.868831
186250000	1995.124118	1873.197298
186300000	1995.095272	1888.166255
186350000	1989.040561	1858.054550
186400000	1986.789312	1845.188166
186450000	1988.107982	1883.200616
186500000	1987.776953	1898.269184
186550000	1989.718471	1883.384158
186600000	1989.758324	1890.112837
186650000	1988.143697	1884.119332
186700000	1986.302047	1882.590303
186750000	1986.082077	1875.304151
186800000	1982.347371	1859.215953
186850000	1985.186467	1872.811339
186900000	1985.869249	1872.874442
186950000	1986.201539	1874.486967
187000000	1991.194123	1858.149585
187050000	1989.875992	1859.072375
187100000	1986.776123	1870.009291
187150000	1982.699589	1837.245266
187200000	1991.561592	1855.651349
187250000	1990.745022	1853.361067
187300000	1986.050085	1787.662720
187350000	1989.069198	1834.360315
187400000	1993.146821	1839.482050
187450000	1987.787831	1855.976190
187500000	1987.028911	1843.221232
187550000	1987.147460	1825.863811
187600000	1990.168547	1865.931867
187650000	1993.078387	1852.425153
187700000	1989.356870	1834.785341
187750000	1984.650689	1833.419889
187800000	1985.785669	1820.645191
187850000	1983.407310	1865.109314
187900000	1979.547984	1860.709009
187950000	1974.695517	1811.002416
188000000	1974.457777	1795.688484
188050000	1975.888205	1789.938778
188100000	1976.864436	1780.141104
188150000	1981.919377	1832.205308
188200000	1988.394070	1830.901190
188250000	1990.079784	1842.819995
188300000	1990.004278	1848.576830
188350000	1987.930262	1849.472824
188400000	1983.875614	1841.671464
188450000	1979.023435	1838.075095
188500000	1980.403303	1832.801670
188550000	1985.794647	1852.405698
188600000	1988.207404	1849.431931
188650000	1988.406501	1852.270336
188700000	1986.281901	1838.594642
188750000	1991.588310	1862.926504
188800000	1991.488970	1858.858376
188850000	1982.253432	1834.231260
188900000	1976.346075	1802.598478
188950000	1979.656619	1794.545928
189000000	1970.513383	1826.876408
189050000	1967.432909	1788.654926
189100000	1980.750796	1842.254975
189150000	1982.696303	1837.078593
189200000	1987.713733	1826.916488
189250000	1990.755645	1866.075306
189300000	1984.876095	1859.087534
189350000	1978.457405	1834.522220
189400000	1979.182140	1827.208529
189450000	1981.111979	1823.802853
189500000	1978.287998	1812.178004
189550000	1976.979741	1815.250944
189600000	1977.548047	1822.404222
189650000	1980.695055	1851.254183
189700000	1967.040590	1769.178670
189750000	1970.484925	1804.180900
189800000	1971.379358	1796.574535
189850000	1970.590485	1779.750010
189900000	1973.256421	1807.154102
189950000	1975.891174	1823.113605
190000000	1981.180456	1841.682998
190050000	1977.777706	1825.469416
190100000	1982.399630	1838.902055
190150000	1983.290888	1830.797365
190200000	1988.983498	1860.373965
190250000	1986.227342	1865.430073
190300000	1988.577395	1877.970181
190350000	1989.010230	1873.508450
190400000	1991.832723	1873.503998
190450000	1993.691660	1883.819056
190500000	1989.912245	1874.325640
190550000	1990.702949	1871.637597
190600000	1990.469690	1858.577118
190650000	1991.280939	1823.351150
190700000	1985.442725	1827.549628
190750000	1984.763836	1831.118195
190800000	1996.670239	1863.565366
190850000	1995.291055	1889.597157
190900000	1997.087238	1897.054139
190950000	1998.777464	1905.602169
191000000	1989.211480	1890.087696
191050000	1988.673709	1882.731062
191100000	1992.162940	1888.910000
191150000	1994.592292	1864.487216
191200000	1995.114052	1851.579065
191250000	1999.715691	1859.995561
191300000	1997.577475	1869.632478
191350000	1996.234186	1877.911636
191400000	1990.774981	1856.992946
191450000	1991.997742	1845.041728
191500000	1987.833115	1846.227922
191550000	1991.578229	1872.489293
191600000	1995.695161	1865.569263
191650000	1993.238661	1870.673604
191700000	1990.411318	1847.232576
191750000	1987.664010	1872.752645
191800000	1986.371616	1846.960292
191850000	1985.591646	1833.153128
191900000	1990.527688	1861.446952
191950000	1985.816485	1848.859465
192000000	1988.943479	1865.739157
192050000	1988.349526	1858.457196
192100000	1988.923040	1847.915593
192150000	1986.859040	1856.754506
192200000	1990.647278	1863.927226
192250000	1990.913688	1852.477915
192300000	1977.651225	1840.287019
192350000	1973.466383	1833.552917
192400000	1967.425742	1846.422287
192450000	1969.127366	1852.026164
192500000	1977.462646	1828.299929
192550000	1982.672386	1848.425677
192600000	1984.423087	1853.898458
192650000	1983.931973	1878.065486
192700000	1989.095727	1877.318591
192750000	1989.054283	1852.029885
192800000	1987.829327	1852.256154
192850000	1993.051306	1877.983737
192900000	1988.337823	1892.747297
192950000	1986.365017	1886.739920
193000000	1983.717971	1888.634316
193050000	1987.335763	1881.096235
193100000	1984.778953	1859.484555
193150000	1982.366131	1845.564452
193200000	1987.430602	1857.965124
193250000	1989.148910	1877.750157
193300000	1986.813372	1853.399095
193350000	1984.187805	1834.289571
193400000	1988.301702	1871.770524
193450000	1990.358110	1855.965911
193500000	1987.844388	1843.606881
193550000	1983.769605	1840.872469
193600000	1986.662233	1862.830698
193650000	1990.545711	1876.050423
193700000	1991.003061	1853.113210
193750000	1991.827998	1852.711113
193800000	1992.245896	1879.376916
193850000	1989.741220	1882.538337
193900000	1986.163661	1879.913527
193950000	1990.964523	1903.284651
194000000	1992.965304	1906.152586
194050000	1983.690448	1866.465303
194100000	1985.046428	1863.047155
194150000	1983.653367	1861.846327
194200000	1987.173337	1873.598642
194250000	1989.025398	1862.153656
194300000	1995.133027	1874.361861
194350000	1988.502571	1872.787278
194400000	1986.232814	1854.326306
194450000	1990.121199	1857.555043
194500000	1993.116205	1872.895331
194550000	1987.867806	1881.287530
194600000	1983.974537	1880.722622
194650000	1985.676799	1865.469132
194700000	1983.820340	1872.503138
194750000	1978.848382	1860.194901
194800000	1991.681249	1867.945008
194850000	1990.541009	1870.646394
194900000	1986.066862	1874.133990
194950000	1989.259518	1873.817618
195000000	1986.506273	1880.451756
195050000	1991.869121	1885.806111
195100000	1996.920990	1882.091573
195150000	1994.911603	1880.931859
195200000	1993.403355	1859.415925
195250000	1992.059579	1862.631469
195300000	1995.924407	1873.329530
195350000	1992.325448	1862.417384
195400000	1992.154229	1865.900734
195450000	1985.791476	1848.310182
195500000	1989.646800	1857.451186
195550000	1990.640791	1886.476665
195600000	1989.921047	1876.895015
195650000	1987.506448	1823.541196
195700000	1985.267345	1799.798224
195750000	1987.196282	1796.138280
195800000	1977.664025	1799.631993
195850000	1981.661468	1791.617961
195900000	1985.523287	1842.168423
195950000	1983.983881	1827.992784
196000000	1983.647576	1829.793401
196050000	1979.479539	1836.470972
196100000	1977.271316	1854.526640
196150000	1976.997597	1840.639114
196200000	1979.852389	1835.554939
196250000	1981.477677	1811.410037
196300000	1989.007274	1845.498230
196350000	1990.423996	1881.761051
196400000	1991.273928	1891.280473
196450000	1985.528835	1875.747280
196500000	1983.925144	1880.801710
196550000	1987.996212	1857.665992
196600000	1994.069843	1861.764750
196650000	1990.956665	1861.583272
196700000	1974.835266	1847.580199
196750000	1982.177956	1842.730967
196800000	1984.518511	1859.167780
196850000	1981.285467	1849.491272
196900000	1983.286164	1847.536584
196950000	1979.108650	1844.389634
197000000	1985.026953	1850.633090
197050000	1981.645022	1837.829221
197100000	1988.767197	1874.796260
197150000	1991.673709	1874.355838
197200000	1993.514643	1871.682227
197250000	1983.501895	1841.759481
197300000	1980.289042	1843.093678
197350000	1977.455709	1813.412125
197400000	1990.005083	1866.608813
197450000	1990.511058	1856.772769
197500000	1987.398219	1840.221195
197550000	1988.463640	1838.451203
197600000	1991.271792	1862.458476
197650000	1988.595666	1864.350068
197700000	1988.877941	1827.909105
197750000	1988.369823	1842.553402
197800000	1986.867417	1814.153292
197850000	1990.915151	1840.053980
197900000	1988.288046	1812.471284
197950000	1987.050887	1777.766975
198000000	1986.316163	1807.858118
198050000	1987.252060	1771.758737
198100000	1982.033013	1770.110199
198150000	1981.413134	1787.939139
198200000	1983.226324	1811.165651
198250000	1990.127131	1867.927192
198300000	1995.851928	1840.539811
198350000	1993.946658	1807.682245
198400000	1992.024687	1827.203706
198450000	1990.864204	1817.027686
198500000	1997.642443	1826.962839
198550000	1995.326810	1866.595649
198600000	1995.227079	1880.488516
198650000	1995.599562	1888.345766
198700000	1988.742840	1858.328355
198750000	1985.785258	1812.326143
198800000	1984.577966	1809.111612
198850000	1991.914719	1805.975621
198900000	1991.864410	1824.682610
198950000	1985.045909	1784.705652
199000000	1981.229292	1810.545953
199050000	1989.509923	1853.685992
199100000	1981.836392	1817.351411
199150000	1985.620426	1838.126738
199200000	1981.557417	1810.465196
199250000	1980.403360	1803.932172
199300000	1987.333021	1838.346142
199350000	1987.668003	1841.676928
199400000	1991.744294	1858.720258
199450000	1979.833402	1837.530081
199500000	1985.100157	1836.164375
199550000	1984.458419	1830.321807
199600000	1983.222636	1853.321794
199650000	1983.081189	1845.962476
199700000	1990.320500	1884.280711
199750000	1987.871578	1874.152755
199800000	1993.915968	1886.215144
199850000	1992.734878	1873.493330
199900000	1991.276806	1868.457347
199950000	1994.004664	1882.396901
200000000	1994.803287	1887.341829
200050000	1991.656831	1864.877286
200100000	1993.907597	1860.498758
200150000	1989.941622	1857.207236
200200000	1987.434969	1847.408642
200250000	1990.737792	1869.795469
200300000	1995.533548	1888.568881
200350000	1995.909288	1870.729475
200400000	1992.797805	1864.704235
200450000	1990.902803	1850.169214
200500000	1989.305855	1842.319373
200550000	1995.223128	1840.511214
200600000	1990.790072	1800.582499
200650000	1992.644756	1843.072806
200700000	1992.788264	1833.153138
200750000	1992.875849	1875.035324
200800000	1992.358166	1882.323382
200850000	1987.115718	1856.226655
200900000	1981.979933	1786.033584
200950000	1985.335291	1846.154202
201000000	1983.498480	1844.492234
201050000	1989.850321	1861.919079
201100000	1987.094617	1828.041494
201150000	1992.718796	1849.914221
201200000	1987.309315	1838.622573
201250000	1990.574025	1817.720638
201300000	1987.854267	1807.845376
201350000	1990.458747	1836.609760
201400000	1987.067153	1841.907820
201450000	1991.044881	1836.790475
201500000	1988.368433	1828.458072
201550000	1992.908066	1843.331570
201600000	1989.187218	1857.310359
201650000	1990.288166	1856.194693
201700000	1980.769768	1816.661956
201750000	1976.543875	1798.444048
201800000	1977.609921	1827.130853
201850000	1980.364106	1853.091093
201900000	1983.411663	1803.618010
201950000	1985.134801	1804.093872
202000000	1988.204097	1826.458085
202050000	1991.878680	1837.331199
202100000	1988.358525	1836.133891
202150000	1979.977734	1744.430311
202200000	1975.913174	1757.419039
202250000	1975.490223	1795.120245
202300000	1971.670868	1822.998722
202350000	1976.804758	1843.525417
202400000	1981.524992	1843.864812
202450000	1986.055834	1836.653456
202500000	1988.399304	1844.325146
202550000	1992.457382	1861.451448
202600000	1992.826238	1849.449753
202650000	1992.822754	1850.297729
202700000	1991.758985	1831.554467
202750000	1983.282677	1773.486444
202800000	1982.852299	1776.392534
202850000	1988.048655	1784.303070
202900000	1980.442083	1784.989702
202950000	1987.806276	1836.325177
203000000	1984.655233	1777.388850
203050000	1983.170244	1777.179309
203100000	1974.886575	1693.898767
203150000	1974.099056	1719.486944
203200000	1983.112890	1794.351677
203250000	1987.260686	1812.003939
203300000	1989.103412	1854.938267
203350000	1988.076881	1800.112894
203400000	1985.946154	1778.400025
203450000	1988.684972	1823.852440
203500000	1983.890686	1830.667226
203550000	1989.194316	1834.106350
203600000	1980.408457	1808.419873
203650000	1987.669616	1818.440084
203700000	1989.533498	1826.888705
203750000	1987.422870	1826.960040
203800000	1991.279898	1822.076441
203850000	1989.153809	1828.957450
203900000	1988.895815	1836.599862
203950000	1985.822001	1803.771331
204000000	1990.129025	1838.718779
204050000	1987.018885	1824.993819
204100000	1986.411420	1861.452172
204150000	1987.122141	1861.656176
204200000	1991.390538	1853.970991
204250000	1990.129158	1878.697712
204300000	1989.060544	1869.122154
204350000	1988.595408	1854.274802
204400000	1986.507929	1836.447707
204450000	1985.105376	1841.200933
204500000	1983.634047	1834.092199
204550000	1979.457505	1827.547103
204600000	1982.839108	1808.535986
204650000	1981.944595	1820.921815
204700000	1990.417563	1842.936214
204750000	1991.549048	1838.932483
204800000	1988.843211	1865.779479
204850000	1992.250207	1873.278270
204900000	1994.903418	1833.088291
204950000	1996.794425	1856.564744
205000000	1996.718771	1848.881328
205050000	1993.963447	1870.628726
205100000	1993.040357	1858.102834
205150000	1991.297596	1867.380038
205200000	1987.026695	1841.107605
205250000	1982.656230	1867.983872
205300000	1980.380825	1858.618568
205350000	1982.332785	1867.273130
205400000	1981.838768	1829.081521
205450000	1988.683344	1853.030998
205500000	1992.823967	1846.035242
205550000	1988.804166	1830.277997
205600000	1982.402978	1820.628694
205650000	1987.776425	1838.186384
205700000	1993.323037	1848.906136
205750000	1986.667552	1848.318100
205800000	1988.390786	1830.545813
205850000	1982.792308	1792.038402
205900000	1986.383159	1815.420624
205950000	1985.746681	1808.318453
206000000	1985.059311	1825.108211
206050000	1985.305653	1832.001100
206100000	1982.389496	1829.576175
206150000	1994.113633	1858.278664
206200000	1989.637443	1842.081648
206250000	1988.330176	1839.937420
206300000	1990.912433	1857.532852
206350000	1985.094753	1867.797877
206400000	1988.448276	1852.359798
206450000	1986.509120	1869.815507
206500000	1989.981062	1883.513320
206550000	1992.714918	1865.512929
206600000	1990.179331	1872.243350
206650000	1987.097113	1898.849190
206700000	1983.301100	1855.311186
206750000	1987.023141	1875.076174
206800000	1992.333493	1892.664892
206850000	1989.233692	1868.559480
206900000	1992.128131	1888.932417
206950000	1986.714759	1879.293566
207000000	1984.807867	1872.151416
207050000	1990.609260	1867.457679
207100000	1984.038330	1814.243867
207150000	1981.095745	1826.402775
207200000	1982.779808	1840.782674
207250000	1991.191688	1865.820617
207300000	1985.754814	1849.932314
207350000	1988.305623	1858.729787
207400000	1986.246654	1858.039686
207450000	1978.302347	1832.572913
207500000	1984.933781	1862.065306
207550000	1987.030657	1871.149762
207600000	1991.335680	1898.056693
207650000	1993.510660	1890.305585
207700000	1994.182293	1879.178881
207750000	1995.009709	1886.173835
207800000	1991.018797	1897.972612
207850000	1987.258949	1891.092812
207900000	1992.212369	1881.604723
207950000	1992.563875	1898.148759
208000000	1990.627335	1890.872245
208050000	1983.154600	1865.708321
208100000	1984.831106	1874.140982
208150000	1981.633454	1863.247819
208200000	1985.165827	1875.169228
208250000	1984.290504	1877.001115
208300000	1987.620361	1893.227201
208350000	1983.775610	1901.767226
208400000	1991.968210	1886.936796
208450000	1987.612840	1886.552573
208500000	1985.821366	1866.048537
208550000	1990.717750	1879.539194
208600000	1982.665730	1852.638005
208650000	1984.266168	1863.879727
208700000	1983.963671	1848.829869
208750000	1987.398594	1824.543282
208800000	1988.076307	1860.951590
208850000	1985.736067	1869.108737
208900000	1986.633853	1866.085344
208950000	1988.539810	1864.736695
209000000	1992.790243	1876.286575
209050000	1994.756573	1892.991576
209100000	1995.110544	1886.359410
209150000	1998.915322	1905.283110
209200000	1998.979525	1892.195016
209250000	1999.725261	1883.330830
209300000	1997.022485	1873.098851
209350000	1993.914383	1887.862624
209400000	1994.014690	1888.184977
209450000	1995.430890	1884.112618
209500000	1995.283795	1887.404365
209550000	1994.255912	1894.988662
209600000	1996.635562	1904.686643
209650000	1990.778056	1885.410345
209700000	1991.817941	1867.845343
209750000	1990.716481	1881.255510
209800000	1986.366606	1879.992301
209850000	1991.399460	1856.934079
209900000	1991.824197	1878.468199
209950000	1991.192164	1852.562466
210000000	1987.954863	1829.141567
210050000	1986.965806	1855.854665
210100000	1983.259219	1871.399107
210150000	1981.333747	1842.378021
210200000	1989.563765	1860.231441
210250000	1988.356839	1872.362800
210300000	1990.003555	1874.545077
210350000	1985.135602	1873.380479
210400000	1986.445260	1825.850553
210450000	1990.119822	1863.323441
210500000	1989.738762	1858.628527
210550000	1993.062405	1866.777741
210600000	1988.057709	1869.170749
210650000	1989.816297	1859.198968
210700000	1987.520641	1851.723890
210750000	1992.499766	1858.367837
210800000	1989.994273	1833.407043
210850000	1987.703163	1848.743610
210900000	1990.471421	1871.523342
210950000	1993.109876	1860.648293
211000000	1995.880050	1880.506581
211050000	1995.068654	1855.019452
211100000	1994.383195	1873.366526
211150000	1989.667308	1885.606559
211200000	1988.875892	1877.721263
211250000	1983.898200	1842.792950
211300000	1981.480677	1843.901654
211350000	1983.563437	1847.675449
211400000	1986.741893	1851.169622
211450000	1985.192892	1842.648394
211500000	1988.724088	1842.254279
211550000	1983.090766	1839.440932
211600000	1984.340700	1843.228966
211650000	1989.048077	1827.528778
211700000	1989.870195	1846.138148
211750000	1982.264698	1846.178332
211800000	1986.185391	1814.862198
211850000	1994.051571	1807.214415
211900000	1991.790617	1771.280431
211950000	1990.013646	1830.920873
212000000	1988.360963	1833.465913
212050000	1991.748794	1840.522155
212100000	1990.520794	1857.981101
212150000	1989.518914	1826.335587
212200000	1986.371770	1827.695648
212250000	1988.360958	1837.276309
212300000	1988.963923	1847.034848
212350000	1990.224885	1877.034557
212400000	1987.303847	1860.607815
212450000	1979.440862	1855.562341
212500000	1984.007823	1869.276118
212550000	1990.183856	1868.582652
212600000	1990.400241	1837.716690
212650000	1988.940687	1864.296643
212700000	1989.942587	1850.091379
212750000	1986.678432	1864.754021
212800000	1987.659436	1873.312698
212850000	1990.545829	1861.124480
212900000	1990.155512	1827.370927
212950000	1985.672132	1856.885288
213000000	1985.863554	1803.588361
213050000	1987.549115	1810.491706
213100000	1985.918416	1812.759019
213150000	1989.199505	1814.568984
213200000	1990.837768	1781.318968
213250000	1988.635168	1781.989386
213300000	1990.281746	1821.835927
213350000	1992.177076	1853.915969
213400000	1988.049311	1812.185062
213450000	1990.319374	1810.557307
213500000	1986.408970	1820.264568
213550000	1989.714590	1816.360044
213600000	1991.959654	1873.543150
213650000	1989.719035	1840.022438
213700000	1988.691853	1796.245475
213750000	1985.363614	1827.589845
213800000	1987.939524	1838.456501
213850000	1990.534905	1790.816966
213900000	1986.664802	1813.120007
213950000	1990.920809	1819.955971
214000000	1993.509885	1840.023657
214050000	1991.829079	1810.208298
214100000	1990.295635	1830.661644
214150000	1992.255782	1838.376756
214200000	1991.040992	1819.543406
214250000	1984.370810	1826.093800
214300000	1986.412447	1806.677723
214350000	1982.703151	1810.110688
214400000	1972.639407	1798.166634
214450000	1984.278857	1838.218072
214500000	1985.026489	1831.637927
214550000	1984.885692	1842.516537
214600000	1971.771302	1810.181380
214650000	1982.936267	1827.249561
214700000	1985.145109	1813.570751
214750000	1988.265437	1813.581669
214800000	1989.574083	1825.179240
214850000	1988.873850	1805.110514
214900000	1987.467170	1835.090701
214950000	1986.491588	1833.328991
215000000	1987.602386	1839.766390
215050000	1986.011204	1816.568980
215100000	1980.772870	1815.104966
215150000	1989.972728	1873.890060
215200000	1989.957343	1826.592293
215250000	1991.463577	1830.086282
215300000	1985.030215	1827.050571
215350000	1987.692477	1843.534395
215400000	1982.380848	1826.211538
215450000	1990.489088	1836.366486
215500000	1993.722923	1862.015948
215550000	1986.151868	1837.922534
215600000	1988.200596	1851.575336
215650000	1990.091421	1827.600552
215700000	1985.893450	1813.348999
215750000	1987.974367	1868.725416
215800000	1986.674412	1821.948613
215850000	1987.986595	1834.575981
215900000	1989.925729	1858.301579
215950000	1979.480221	1833.144457
216000000	1987.801196	1859.477884
216050000	1988.676195	1847.029715
216100000	1991.943426	1850.386100
216150000	1990.928485	1861.858657
216200000	1991.464222	1855.675188
216250000	1985.199509	1870.373085
216300000	1982.708341	1858.005846
216350000	1986.579518	1840.973050
216400000	1985.681466	1825.762762
216450000	1988.750242	1870.173350
216500000	1978.434076	1824.376208
216550000	1978.753980	1770.375487
216600000	1992.573428	1862.235997
216650000	1992.900187	1810.902033
216700000	1991.267604	1870.531194
216750000	1988.748847	1853.928784
216800000	1988.108215	1849.896786
216850000	1987.772367	1862.935595
216900000	1990.974332	1832.683467
216950000	1989.724711	1826.434951
217000000	1988.248774	1838.843261
217050000	1990.128112	1848.123756
217100000	1992.157781	1867.301339
217150000	1992.986635	1869.495343
217200000	1989.328188	1862.280308
217250000	1986.030253	1880.677969
217300000	1986.242264	1857.153287
217350000	1984.775684	1824.618157
217400000	1981.190675	1828.886940
217450000	1979.300436	1795.745869
217500000	1989.870959	1853.381969
217550000	1988.162824	1858.384801
217600000	1989.948192	1839.882561
217650000	1983.467344	1833.721022
217700000	1986.398057	1842.338791
217750000	1987.355408	1794.085381
217800000	1984.829875	1816.219814
217850000	1993.453339	1837.490717
217900000	1992.130864	1847.617529
217950000	1985.237657	1859.552132
218000000	1987.564906	1872.828289
218050000	1988.994073	1820.469484
218100000	1988.479529	1835.972195
218150000	1982.484675	1841.645934
218200000	1984.640797	1827.415722
218250000	1984.086204	1823.781692
218300000	1982.119175	1811.594158
218350000	1991.155543	1840.116483
218400000	1985.301647	1838.428061
218450000	1984.011546	1825.348262
218500000	1988.113206	1841.413056
218550000	1985.216092	1828.735046
218600000	1986.134263	1843.285687
218650000	1988.785207	1853.711966
218700000	1985.366192	1857.587531
218750000	1987.565938	1846.793025
218800000	1989.650842	1881.572906
218850000	1992.912423	1859.222810
218900000	1992.225533	1825.985312
218950000	1988.248327	1823.901001
219000000	1987.704594	1858.763262
219050000	1984.178833	1813.863219
219100000	1986.287885	1849.911238
219150000	1984.788356	1862.921986
219200000	1990.010539	1871.459439
219250000	1991.699510	1886.446482
219300000	1991.493834	1884.380879
219350000	1993.287909	1893.606896
219400000	1992.746827	1858.340173
219450000	1994.656904	1873.729249
219500000	1988.922362	1859.426196
219550000	1989.441615	1852.218469
219600000	1989.562858	1851.122642
219650000	1988.746587	1875.080028
219700000	1991.150556	1899.001893
219750000	1994.020971	1875.210969
219800000	1993.715838	1907.427025
219850000	1994.850604	1896.033722
219900000	1989.586059	1882.989594
219950000	1993.466542	1886.882971
220000000	1992.353539	1881.674663
220050000	1994.600485	1878.257401
220100000	1992.740458	1874.052279
220150000	1989.734371	1857.532569
220200000	1985.165909	1817.262337
220250000	1986.558518	1829.483436
220300000	1980.134498	1802.087109
220350000	1991.955806	1846.888890
220400000	1992.426679	1836.930845
220450000	1991.291921	1826.994667
220500000	1985.554602	1818.450219
220550000	1987.813212	1824.281207
220600000	1990.920327	1840.026285
220650000	1995.574515	1854.663031
220700000	1995.157814	1855.060885
220750000	1983.611421	1848.915169
220800000	1977.751601	1827.876087
220850000	1987.758827	1835.915957
220900000	1988.368319	1825.782801
220950000	1987.041761	1856.424810
221000000	1991.114153	1870.606868
221050000	1988.660559	1870.342742
221100000	1989.304664	1874.926593
221150000	1993.594857	1885.037702
221200000	1993.664819	1886.921792
221250000	1988.797030	1871.477706
221300000	1986.497612	1884.886422
221350000	1994.219155	1902.252261
221400000	1985.965914	1861.239321
221450000	1983.566471	1881.919950
221500000	1980.441656	1870.901533
221550000	1975.696820	1854.978661
221600000	1984.990517	1850.350161
221650000	1986.071600	1850.827228
221700000	1987.039015	1861.124345
221750000	1988.721571	1850.074209
221800000	1988.242429	1867.956761
