state	OR	ORplusSister
81250000	1983.822222	1808.246948
81300000	1979.433699	1817.689812
81350000	1978.111386	1840.221490
81400000	1977.478093	1828.804007
81450000	1972.905526	1811.747973
81500000	1980.383072	1812.299622
81550000	1980.740997	1829.738818
81600000	1986.739522	1827.975373
81650000	1987.779751	1830.708023
81700000	1985.087274	1814.568705
81750000	1982.734282	1819.615528
81800000	1975.576916	1845.488859
81850000	1973.827806	1798.165060
81900000	1973.989785	1779.267708
81950000	1977.362773	1787.502921
82000000	1979.143189	1799.795369
82050000	1975.753114	1712.998863
82100000	1985.256996	1771.919101
82150000	1983.966039	1825.473345
82200000	1987.175269	1823.103533
82250000	1985.656382	1821.553924
82300000	1990.450946	1839.211649
82350000	1992.680557	1849.021607
82400000	1991.895125	1837.364200
82450000	1989.787936	1874.759381
82500000	1986.991045	1822.677194
82550000	1974.518964	1814.203626
82600000	1975.922224	1835.451723
82650000	1985.780746	1854.435238
82700000	1984.055087	1857.329093
82750000	1987.321097	1865.341982
82800000	1981.286423	1843.588115
82850000	1980.734271	1829.117881
82900000	1988.624524	1858.561337
82950000	1987.197259	1815.716954
83000000	1988.621307	1791.299084
83050000	1986.131315	1812.028472
83100000	1988.692693	1832.053765
83150000	1990.292456	1838.581309
83200000	1989.734451	1854.745499
83250000	1990.404573	1856.511858
83300000	1989.606855	1849.555836
83350000	1985.698233	1816.272799
83400000	1983.000333	1854.239782
83450000	1986.720151	1858.348546
83500000	1983.603159	1846.465257
83550000	1982.523474	1768.203130
83600000	1981.030202	1787.940393
83650000	1982.890370	1796.287771
83700000	1989.705457	1831.131037
83750000	1987.864158	1851.101496
83800000	1987.433079	1863.035025
83850000	1989.742754	1894.117352
83900000	1981.850442	1883.736291
83950000	1981.068725	1866.421108
84000000	1985.250972	1846.985373
84050000	1988.164923	1874.460632
84100000	1985.225078	1847.046268
84150000	1988.797399	1864.962333
84200000	1993.424886	1885.192984
84250000	1991.573173	1894.483879
84300000	1990.968278	1897.373936
84350000	1987.213527	1900.049904
84400000	1987.252674	1897.956368
84450000	1991.819591	1899.922331
84500000	1990.494568	1895.684349
84550000	1992.019430	1909.901229
84600000	1994.585695	1899.607415
84650000	1993.668732	1892.837291
84700000	1995.151615	1906.631995
84750000	1995.591138	1889.229977
84800000	1994.264453	1890.108793
84850000	1997.762876	1890.131225
84900000	1997.774656	1885.482095
84950000	1995.797872	1900.488119
85000000	1995.667566	1866.018069
85050000	1994.466965	1869.155927
85100000	1990.162922	1864.132750
85150000	1986.011211	1877.638771
85200000	1980.318655	1858.985564
85250000	1977.472490	1852.549897
85300000	1982.205759	1844.190070
85350000	1979.096901	1857.121000
85400000	1982.630738	1855.153559
85450000	1984.989830	1810.877497
85500000	1988.602867	1826.718429
85550000	1986.779028	1837.209128
85600000	1982.783082	1831.612034
85650000	1985.712309	1848.720371
85700000	1984.604021	1812.156190
85750000	1967.148934	1739.509160
85800000	1973.538796	1757.402323
85850000	1963.502418	1778.571168
85900000	1959.401936	1771.937257
85950000	1969.055032	1764.109012
86000000	1974.063129	1803.708898
86050000	1978.097263	1810.640302
86100000	1976.440480	1825.452950
86150000	1979.146562	1803.066692
86200000	1977.588547	1779.916204
86250000	1974.159729	1799.717190
86300000	1990.387802	1845.594472
86350000	1989.606116	1831.335149
86400000	1988.625765	1828.382423
86450000	1983.910080	1839.179904
86500000	1985.068658	1820.139376
86550000	1980.989909	1810.857821
86600000	1990.286562	1851.862840
86650000	1988.478171	1812.233431
86700000	1987.070480	1820.681738
86750000	1990.059221	1842.146005
86800000	1991.356919	1847.404073
86850000	1989.477310	1818.760851
86900000	1988.220790	1858.794007
86950000	1989.471265	1866.196737
87000000	1990.499473	1858.982159
87050000	1991.571668	1872.349404
87100000	1984.226893	1862.100007
87150000	1986.025854	1858.067827
87200000	1983.220266	1849.256764
87250000	1989.967798	1857.671319
87300000	1985.969093	1830.141921
87350000	1981.310062	1779.428338
87400000	1976.978155	1811.043935
87450000	1977.837120	1838.666010
87500000	1977.369452	1778.207987
87550000	1985.336275	1856.831975
87600000	1991.137086	1877.129651
87650000	1989.960318	1849.697069
87700000	1988.995454	1853.531542
87750000	1992.653972	1843.683282
87800000	1988.353462	1852.774277
87850000	1988.633133	1875.447171
87900000	1995.086618	1910.725027
87950000	1991.784570	1854.552113
88000000	1994.071664	1846.433145
88050000	1995.491662	1901.497677
88100000	1996.473737	1900.617123
88150000	1996.855767	1892.037787
88200000	1994.009215	1871.246368
88250000	1991.615481	1843.146223
88300000	1993.863841	1854.040719
88350000	1992.094656	1846.346653
88400000	1991.247011	1840.617576
88450000	1996.491397	1864.218340
88500000	1998.127395	1875.154572
88550000	1992.677346	1840.845518
88600000	1990.043625	1853.007097
88650000	1986.853943	1830.568193
88700000	1988.474635	1837.880017
88750000	1975.619451	1813.798650
88800000	1974.224183	1817.419546
88850000	1976.826458	1830.999628
88900000	1986.513240	1847.865679
88950000	1987.901908	1883.201215
89000000	1990.763040	1872.106458
89050000	1985.616591	1839.997402
89100000	1986.192770	1861.195833
89150000	1983.614859	1875.411132
89200000	1984.666729	1866.399346
89250000	1986.790617	1828.455513
89300000	1987.204887	1848.816095
89350000	1992.164485	1871.573403
89400000	1992.450902	1850.851345
89450000	1992.473891	1849.678741
89500000	1985.874482	1861.313453
89550000	1987.505254	1871.007682
89600000	1989.983825	1864.117438
89650000	1991.005603	1873.247575
89700000	1987.780523	1880.562234
89750000	1996.956227	1896.080924
89800000	1998.548895	1904.489303
89850000	1999.038596	1894.848075
89900000	1991.701860	1867.481455
89950000	1991.084565	1878.974400
90000000	1986.171160	1859.748458
90050000	1983.538788	1851.212306
90100000	1986.923850	1856.076499
90150000	1986.117170	1868.646283
90200000	1982.962353	1856.961099
90250000	1983.740221	1855.308170
90300000	1982.441037	1849.868416
90350000	1979.273431	1835.670221
90400000	1983.729521	1852.284331
90450000	1986.318517	1858.119910
90500000	1981.036580	1849.659428
90550000	1978.765472	1860.943377
90600000	1985.427828	1854.477912
90650000	1991.453950	1880.025170
90700000	1990.068757	1873.727951
90750000	1990.238410	1886.300366
90800000	1990.567022	1873.444398
90850000	1987.565950	1867.475076
90900000	1992.258288	1870.655674
90950000	1988.987633	1868.085020
91000000	1990.876757	1866.844200
91050000	1989.257955	1880.250535
91100000	1986.678841	1867.519587
91150000	1980.796035	1818.736073
91200000	1980.083462	1826.723345
91250000	1981.049080	1826.266546
91300000	1981.582769	1820.731760
91350000	1989.192859	1844.183881
91400000	1983.122959	1817.544575
91450000	1985.158427	1845.658691
91500000	1983.028699	1849.120911
91550000	1982.635293	1846.700649
91600000	1983.706338	1805.331042
91650000	1985.847701	1774.766325
91700000	1985.419246	1817.875269
91750000	1986.221633	1813.031600
91800000	1986.392563	1827.268561
91850000	1989.825485	1859.656506
91900000	1989.821206	1851.202268
91950000	1991.793352	1792.415591
92000000	1987.466729	1809.327532
92050000	1990.028442	1837.914270
92100000	1985.645753	1822.238827
92150000	1976.658065	1794.002634
92200000	1970.608047	1801.667950
92250000	1976.240371	1803.590644
92300000	1985.799694	1817.335997
92350000	1979.680811	1807.228639
92400000	1986.575236	1815.029562
92450000	1977.286263	1788.237138
92500000	1981.058727	1837.626083
92550000	1981.113244	1764.484639
92600000	1985.259700	1821.441567
92650000	1990.131245	1867.406702
92700000	1986.531690	1867.973589
92750000	1986.257959	1873.132970
92800000	1986.084208	1883.066241
92850000	1987.167436	1870.164697
92900000	1985.377971	1845.504726
92950000	1984.874126	1837.611147
93000000	1986.282761	1847.918329
93050000	1980.863804	1840.992687
93100000	1983.950881	1868.060040
93150000	1983.856310	1862.872442
93200000	1986.016300	1853.543918
93250000	1985.441337	1833.843548
93300000	1973.065284	1814.143495
93350000	1969.312499	1797.088519
93400000	1969.816635	1807.963680
