state	LIBR16393-IndivA_XXXX_XXX_2015-11-19
57950000	3.68
57960000	9.56
57970000	6.77
57980000	2.61
57990000	6.26
58000000	2.45
58010000	11.11
58020000	4.29
58030000	9.95
58040000	4.02
58050000	2.03
58060000	2.44
58070000	2.64
58080000	1.61
58090000	17.72
58100000	9.48
58110000	20.78
58120000	2.94
58130000	19.76
58140000	3.76
58150000	3.18
58160000	3.67
58170000	25.26
58180000	6.61
58190000	4.24
58200000	3.24
58210000	1.81
58220000	7.90
58230000	6.46
58240000	3.35
58250000	9.68
58260000	11.46
58270000	2.88
58280000	5.60
58290000	4.81
58300000	5.21
58310000	1.78
58320000	3.16
58330000	2.95
58340000	1.76
58350000	4.96
58360000	1.75
58370000	2.02
58380000	4.73
58390000	5.53
58400000	1.97
58410000	4.23
58420000	3.42
58430000	5.34
58440000	10.48
58450000	2.79
58460000	7.94
58470000	7.83
58480000	3.97
58490000	4.52
58500000	6.33
58510000	14.04
58520000	2.71
58530000	2.51
58540000	1.87
58550000	2.90
58560000	2.01
58570000	3.30
58580000	3.74
58590000	4.29
58600000	2.36
58610000	3.47
58620000	4.19
58630000	2.29
58640000	8.26
58650000	4.46
58660000	2.86
58670000	13.11
58680000	12.52
58690000	4.75
58700000	12.26
58710000	1.72
58720000	1.70
58730000	2.08
58740000	2.65
58750000	3.99
58760000	2.23
58770000	4.01
58780000	3.71
58790000	4.48
58800000	2.83
58810000	1.80
58820000	4.16
58830000	1.81
58840000	6.18
58850000	4.72
58860000	6.25
58870000	2.28
58880000	3.57
58890000	15.42
58900000	6.47
58910000	4.53
58920000	3.82
58930000	3.41
58940000	5.68
58950000	1.91
58960000	3.19
58970000	3.65
58980000	5.03
58990000	3.10
59000000	3.70
59010000	3.01
59020000	8.51
59030000	6.10
59040000	3.13
59050000	5.13
59060000	6.62
59070000	4.52
59080000	3.51
59090000	12.11
59100000	1.95
59110000	7.26
59120000	4.21
59130000	6.31
59140000	9.10
59150000	18.24
59160000	6.91
59170000	1.93
59180000	12.51
59190000	7.09
59200000	4.42
59210000	3.66
59220000	4.98
59230000	6.07
59240000	10.66
59250000	13.84
59260000	2.14
59270000	10.56
59280000	3.14
59290000	4.24
59300000	3.13
59310000	2.89
59320000	3.44
59330000	5.20
59340000	6.49
59350000	3.51
59360000	9.25
59370000	4.33
59380000	1.52
59390000	3.04
59400000	4.55
59410000	17.41
59420000	3.60
59430000	8.11
59440000	2.34
59450000	5.52
59460000	3.00
59470000	5.53
59480000	8.00
59490000	2.94
59500000	4.89
59510000	2.53
59520000	2.13
59530000	1.61
59540000	3.90
59550000	5.29
59560000	2.96
59570000	2.31
59580000	3.86
59590000	5.70
59600000	3.92
59610000	4.48
59620000	12.93
59630000	5.52
59640000	1.98
59650000	8.80
59660000	2.72
59670000	3.50
59680000	1.53
59690000	9.18
59700000	16.25
59710000	8.65
59720000	6.25
59730000	10.13
59740000	30.11
59750000	4.41
59760000	15.56
59770000	13.81
59780000	4.08
59790000	3.61
59800000	3.71
59810000	6.33
59820000	10.19
59830000	13.84
59840000	6.46
59850000	9.47
59860000	9.43
59870000	4.25
59880000	12.96
59890000	26.44
59900000	11.04
59910000	3.48
59920000	3.27
59930000	4.10
59940000	1.67
59950000	4.77
59960000	2.65
59970000	8.52
59980000	4.06
59990000	2.37
60000000	4.27
60010000	2.76
60020000	4.31
60030000	3.04
60040000	3.54
60050000	1.58
60060000	3.69
60070000	4.00
60080000	4.46
60090000	2.77
60100000	9.21
60110000	4.79
60120000	4.07
60130000	6.01
60140000	4.23
60150000	4.58
60160000	3.63
60170000	2.19
60180000	3.05
60190000	4.90
60200000	1.70
60210000	1.86
60220000	3.61
60230000	11.72
60240000	4.48
60250000	8.04
60260000	3.99
60270000	2.66
60280000	2.79
60290000	1.98
60300000	3.97
60310000	9.94
60320000	11.79
60330000	2.97
60340000	9.48
60350000	3.66
60360000	4.69
60370000	3.26
60380000	4.71
60390000	6.08
60400000	5.52
60410000	12.60
60420000	4.97
60430000	7.04
60440000	2.40
60450000	3.28
60460000	3.49
60470000	5.36
60480000	4.16
60490000	7.20
60500000	2.63
60510000	3.09
60520000	5.42
60530000	3.17
60540000	3.48
60550000	2.07
60560000	16.42
60570000	8.31
60580000	16.17
60590000	1.87
60600000	10.22
60610000	10.45
60620000	2.92
60630000	6.10
60640000	4.02
60650000	2.68
60660000	9.91
60670000	4.36
60680000	4.61
60690000	7.87
60700000	4.39
60710000	4.06
60720000	2.36
60730000	3.39
60740000	2.17
60750000	3.46
60760000	11.67
60770000	16.92
60780000	29.18
60790000	1.44
60800000	6.55
60810000	3.38
60820000	2.37
60830000	10.52
60840000	3.47
60850000	4.81
60860000	2.19
60870000	5.83
60880000	3.78
60890000	6.42
60900000	6.82
60910000	2.33
60920000	5.30
60930000	1.94
60940000	1.55
60950000	4.42
60960000	3.55
60970000	2.61
60980000	2.34
60990000	3.63
61000000	7.79
61010000	8.63
61020000	2.26
61030000	1.91
61040000	4.42
61050000	6.02
61060000	6.49
61070000	7.62
61080000	5.50
61090000	4.12
61100000	7.49
61110000	5.23
61120000	6.31
61130000	5.46
61140000	12.87
61150000	4.83
61160000	7.69
61170000	7.64
61180000	6.17
61190000	13.22
61200000	15.07
61210000	12.46
61220000	34.07
61230000	13.31
61240000	17.85
61250000	2.58
61260000	15.80
61270000	68.40
61280000	22.06
61290000	7.89
61300000	15.58
61310000	12.33
61320000	4.11
61330000	14.22
61340000	4.30
61350000	6.39
61360000	11.81
61370000	4.51
61380000	6.07
61390000	10.26
61400000	11.85
61410000	5.46
61420000	7.22
61430000	22.01
61440000	14.11
61450000	13.03
61460000	5.55
61470000	11.62
61480000	20.84
61490000	100.48
61500000	22.27
61510000	8.58
61520000	20.42
61530000	9.08
61540000	6.77
61550000	64.89
61560000	16.23
61570000	10.92
61580000	12.63
61590000	5.61
61600000	2.24
61610000	3.31
61620000	20.55
61630000	6.66
61640000	2.00
61650000	59.92
61660000	4.41
61670000	14.73
61680000	3.63
61690000	10.56
61700000	34.59
61710000	13.27
61720000	9.52
61730000	6.37
61740000	7.99
61750000	10.10
61760000	14.01
61770000	37.44
61780000	12.42
61790000	11.73
61800000	12.82
61810000	2.37
61820000	7.24
61830000	10.43
61840000	4.60
61850000	18.36
61860000	6.68
61870000	9.72
61880000	3.42
61890000	8.15
61900000	3.25
61910000	9.36
61920000	6.09
61930000	17.77
61940000	5.03
61950000	8.60
61960000	8.87
61970000	2.48
61980000	2.16
61990000	8.98
62000000	2.64
62010000	8.70
62020000	4.31
62030000	4.06
62040000	6.50
62050000	6.42
62060000	5.04
62070000	6.27
62080000	3.64
62090000	6.63
62100000	7.67
62110000	2.67
62120000	8.37
62130000	2.41
62140000	1.77
62150000	6.86
62160000	14.61
62170000	16.75
62180000	3.86
62190000	2.01
62200000	2.28
62210000	2.41
62220000	2.03
62230000	4.37
62240000	10.69
62250000	4.97
62260000	3.92
62270000	2.31
62280000	6.75
62290000	17.23
62300000	3.02
62310000	2.17
62320000	1.33
62330000	5.68
62340000	6.88
62350000	1.94
62360000	1.78
62370000	2.74
62380000	2.91
62390000	2.62
62400000	4.67
62410000	5.25
62420000	4.04
62430000	5.06
62440000	3.40
62450000	3.79
62460000	1.92
62470000	6.70
62480000	4.91
62490000	5.11
62500000	12.14
62510000	16.02
62520000	4.03
62530000	1.07
62540000	5.30
62550000	1.83
62560000	16.77
62570000	10.11
62580000	5.96
62590000	5.84
62600000	3.26
62610000	11.03
62620000	8.73
62630000	5.14
62640000	2.82
62650000	2.45
62660000	3.30
62670000	3.84
62680000	2.47
62690000	7.27
62700000	6.05
62710000	1.25
62720000	14.09
62730000	4.58
62740000	17.76
62750000	6.67
62760000	5.86
62770000	4.57
62780000	5.10
62790000	5.31
62800000	7.40
62810000	7.83
62820000	1.84
62830000	5.45
62840000	1.50
62850000	3.38
62860000	3.36
62870000	6.19
62880000	5.54
62890000	1.52
62900000	8.80
62910000	4.17
62920000	3.12
62930000	6.04
62940000	23.79
62950000	16.46
62960000	3.30
62970000	7.65
62980000	2.21
62990000	9.33
63000000	2.68
63010000	6.45
63020000	3.30
63030000	2.46
63040000	1.47
63050000	15.81
63060000	18.55
63070000	9.06
63080000	6.01
63090000	2.38
63100000	6.03
63110000	10.05
63120000	8.07
63130000	7.45
63140000	17.46
63150000	4.13
63160000	4.17
63170000	8.07
63180000	3.34
63190000	6.92
63200000	5.62
63210000	3.05
63220000	11.09
63230000	12.16
63240000	2.02
63250000	2.47
63260000	3.57
63270000	7.94
63280000	9.60
63290000	8.16
63300000	5.63
63310000	6.42
63320000	4.58
63330000	8.93
63340000	13.58
63350000	7.85
63360000	7.62
63370000	7.90
63380000	16.24
63390000	6.17
63400000	2.86
63410000	2.83
63420000	5.16
63430000	2.04
63440000	5.43
63450000	7.95
63460000	2.56
63470000	39.38
63480000	7.41
63490000	5.33
63500000	7.18
63510000	10.93
63520000	2.12
63530000	2.34
63540000	6.88
63550000	3.70
63560000	2.88
63570000	3.30
63580000	3.44
63590000	1.93
63600000	2.90
63610000	9.82
63620000	13.04
63630000	4.41
63640000	21.08
63650000	8.75
63660000	12.92
63670000	19.93
63680000	5.29
63690000	12.94
63700000	6.94
63710000	10.77
63720000	2.20
63730000	8.04
63740000	10.20
63750000	11.41
63760000	7.39
63770000	5.43
63780000	13.12
63790000	16.04
63800000	10.73
63810000	7.27
63820000	7.08
63830000	5.95
63840000	4.17
63850000	2.09
63860000	1.82
63870000	3.92
63880000	3.34
63890000	2.20
63900000	3.69
63910000	2.77
63920000	12.54
63930000	2.03
63940000	6.80
63950000	4.03
63960000	7.39
63970000	2.77
63980000	2.17
63990000	2.91
64000000	4.79
64010000	2.38
64020000	4.08
64030000	9.99
64040000	3.25
64050000	9.35
64060000	6.12
64070000	2.86
64080000	16.65
64090000	14.14
64100000	2.53
64110000	3.92
64120000	9.32
64130000	5.93
64140000	3.45
64150000	7.45
64160000	4.34
64170000	1.84
64180000	3.64
64190000	5.09
64200000	10.01
64210000	2.54
64220000	2.87
64230000	2.34
64240000	5.26
64250000	6.13
64260000	6.10
64270000	2.48
64280000	10.05
64290000	6.38
64300000	9.67
64310000	2.52
64320000	12.47
64330000	1.34
64340000	5.95
64350000	5.14
64360000	4.87
64370000	11.13
64380000	2.15
64390000	8.35
64400000	4.44
64410000	5.53
64420000	10.56
64430000	2.35
64440000	1.70
64450000	3.86
64460000	3.58
64470000	6.76
64480000	9.17
64490000	3.83
64500000	4.25
64510000	10.30
64520000	8.51
64530000	4.49
64540000	5.33
64550000	1.43
64560000	16.78
64570000	13.62
64580000	8.64
64590000	4.08
64600000	7.88
64610000	4.63
64620000	5.21
64630000	4.64
64640000	12.49
64650000	3.53
64660000	3.45
64670000	22.38
64680000	5.27
64690000	6.43
64700000	4.10
64710000	2.51
64720000	5.19
64730000	8.55
64740000	4.16
64750000	21.36
64760000	2.82
64770000	9.33
64780000	5.87
64790000	3.74
64800000	5.04
64810000	9.22
64820000	7.05
64830000	29.27
64840000	7.64
64850000	10.21
64860000	6.83
64870000	89.05
64880000	10.52
64890000	6.47
64900000	2.18
64910000	4.29
64920000	3.33
64930000	2.52
64940000	3.63
64950000	7.41
64960000	2.56
64970000	4.65
64980000	1.80
64990000	1.00
65000000	3.81
65010000	1.71
65020000	6.18
65030000	3.38
65040000	22.08
65050000	2.06
65060000	2.38
65070000	2.36
65080000	3.08
65090000	2.17
65100000	5.28
65110000	8.06
65120000	2.66
65130000	5.92
65140000	1.00
65150000	3.76
65160000	6.86
65170000	6.65
65180000	5.97
65190000	10.24
65200000	6.36
65210000	4.33
65220000	2.48
65230000	13.00
65240000	4.62
65250000	6.89
65260000	2.62
65270000	2.90
65280000	5.62
65290000	9.58
65300000	33.01
65310000	7.35
65320000	2.07
65330000	3.59
65340000	1.78
65350000	1.24
65360000	3.80
65370000	3.27
65380000	5.58
65390000	20.78
65400000	10.74
65410000	3.05
65420000	4.54
65430000	1.79
65440000	6.08
65450000	2.09
65460000	20.93
65470000	13.18
65480000	6.84
65490000	1.94
65500000	14.19
65510000	4.65
65520000	9.89
65530000	8.45
65540000	10.95
65550000	6.36
65560000	12.41
65570000	10.24
65580000	11.39
65590000	10.65
65600000	17.88
65610000	30.54
65620000	8.42
65630000	2.08
65640000	11.99
65650000	16.50
65660000	7.72
65670000	5.95
65680000	6.58
65690000	16.64
65700000	17.08
65710000	2.64
65720000	5.25
65730000	3.93
65740000	2.68
65750000	5.22
65760000	7.77
65770000	2.36
65780000	1.53
65790000	1.87
65800000	6.41
65810000	3.76
65820000	4.43
65830000	13.53
65840000	2.81
65850000	2.27
65860000	3.20
65870000	2.36
65880000	1.00
65890000	3.21
65900000	3.58
65910000	3.27
65920000	5.53
65930000	18.00
65940000	5.62
65950000	1.53
65960000	7.96
65970000	13.38
65980000	8.12
65990000	85.51
66000000	11.81
66010000	5.95
66020000	8.07
66030000	16.73
66040000	4.51
66050000	11.77
66060000	12.35
66070000	25.28
66080000	21.05
66090000	4.07
66100000	2.29
66110000	3.37
66120000	9.22
66130000	4.38
66140000	4.33
66150000	9.90
66160000	3.18
66170000	1.72
66180000	3.18
66190000	5.78
66200000	30.55
66210000	7.87
66220000	2.68
66230000	4.71
66240000	12.54
66250000	18.36
66260000	8.08
66270000	3.37
66280000	9.78
66290000	5.80
66300000	9.21
66310000	6.62
66320000	40.36
66330000	3.40
66340000	6.34
66350000	3.80
66360000	2.53
66370000	2.94
66380000	3.26
66390000	1.44
66400000	5.27
66410000	6.75
66420000	3.66
66430000	4.06
66440000	3.06
66450000	2.93
66460000	3.39
66470000	2.39
66480000	7.80
66490000	4.01
66500000	2.79
66510000	2.03
66520000	5.47
66530000	5.60
66540000	2.54
66550000	2.15
66560000	4.80
66570000	3.00
66580000	3.04
66590000	7.24
66600000	8.74
66610000	6.00
66620000	2.35
66630000	2.62
66640000	5.77
66650000	3.15
66660000	4.69
66670000	1.85
66680000	2.66
66690000	1.64
66700000	4.83
66710000	15.64
66720000	8.81
66730000	3.39
66740000	3.28
66750000	2.52
66760000	2.34
66770000	14.15
66780000	3.42
66790000	4.61
66800000	4.03
66810000	3.90
66820000	4.48
66830000	4.22
66840000	11.52
66850000	2.34
66860000	3.77
66870000	1.85
66880000	3.53
66890000	5.96
66900000	7.65
66910000	3.48
66920000	4.20
66930000	4.65
66940000	8.25
66950000	3.15
66960000	3.85
66970000	5.44
66980000	9.28
66990000	7.68
67000000	14.24
67010000	17.71
67020000	6.44
67030000	4.43
67040000	2.61
67050000	8.01
67060000	1.78
67070000	5.10
67080000	3.03
67090000	2.72
67100000	11.42
67110000	3.18
67120000	2.40
67130000	2.54
67140000	8.62
67150000	5.40
67160000	8.26
67170000	1.90
67180000	2.70
67190000	3.36
67200000	2.58
67210000	4.14
67220000	3.38
67230000	5.63
67240000	1.90
67250000	2.23
67260000	5.21
67270000	10.13
67280000	5.37
67290000	2.25
67300000	2.00
67310000	2.07
67320000	2.58
67330000	2.11
67340000	2.76
67350000	2.39
67360000	2.62
67370000	2.54
67380000	3.58
67390000	1.86
67400000	3.49
67410000	4.31
67420000	3.49
67430000	5.07
67440000	4.40
67450000	8.58
67460000	8.11
67470000	7.35
67480000	2.69
67490000	8.29
67500000	3.29
67510000	2.65
67520000	1.46
67530000	4.73
67540000	4.55
67550000	1.97
67560000	4.66
67570000	2.81
67580000	3.36
67590000	3.83
67600000	1.93
67610000	5.64
67620000	3.11
67630000	16.40
67640000	4.73
67650000	2.62
67660000	4.55
67670000	1.40
67680000	1.95
67690000	2.05
67700000	2.09
67710000	2.68
67720000	3.72
67730000	14.01
67740000	3.28
67750000	4.62
67760000	7.63
67770000	4.20
67780000	1.80
67790000	4.15
67800000	8.11
67810000	13.44
67820000	4.78
67830000	4.99
67840000	3.04
67850000	4.99
67860000	3.44
67870000	1.77
67880000	4.56
67890000	3.10
67900000	3.02
67910000	7.32
67920000	4.01
67930000	5.11
67940000	2.63
67950000	3.81
67960000	4.08
67970000	3.96
67980000	1.55
67990000	4.53
68000000	2.79
68010000	1.53
68020000	3.62
68030000	7.47
68040000	8.89
68050000	14.87
68060000	8.05
68070000	1.85
68080000	16.00
68090000	1.85
68100000	6.18
68110000	11.82
68120000	2.75
68130000	1.72
68140000	7.74
68150000	4.68
68160000	5.95
68170000	5.97
68180000	10.21
68190000	1.44
68200000	4.21
68210000	3.05
68220000	1.57
68230000	2.51
68240000	3.90
68250000	6.33
68260000	8.89
68270000	15.90
68280000	4.46
68290000	4.13
68300000	15.41
68310000	2.67
68320000	4.57
68330000	4.30
68340000	6.10
68350000	2.53
68360000	8.35
68370000	3.95
68380000	13.60
68390000	11.83
68400000	14.71
68410000	7.67
68420000	4.55
68430000	3.51
68440000	3.47
68450000	7.17
68460000	7.86
68470000	6.08
68480000	7.58
68490000	7.28
68500000	10.08
68510000	12.80
68520000	16.63
68530000	14.26
68540000	8.26
68550000	9.71
68560000	10.87
68570000	13.88
68580000	17.60
68590000	8.54
68600000	5.35
68610000	10.50
68620000	6.16
68630000	1.60
68640000	1.31
68650000	4.57
68660000	12.51
68670000	4.20
68680000	19.87
68690000	4.15
68700000	7.04
68710000	2.21
68720000	12.62
68730000	21.73
68740000	2.24
68750000	4.93
68760000	1.54
68770000	7.22
68780000	2.71
68790000	1.84
68800000	4.88
68810000	4.06
68820000	9.15
68830000	7.60
68840000	15.63
68850000	14.99
68860000	2.24
68870000	12.19
68880000	2.62
68890000	11.98
68900000	12.62
68910000	3.59
68920000	4.98
68930000	6.09
68940000	7.30
68950000	3.78
68960000	3.72
68970000	3.97
68980000	1.84
68990000	2.70
69000000	5.50
69010000	2.27
69020000	3.21
69030000	12.73
69040000	2.03
69050000	5.64
69060000	5.86
69070000	2.83
69080000	1.65
69090000	6.61
69100000	1.63
69110000	3.01
69120000	2.04
69130000	8.87
69140000	33.45
69150000	13.62
69160000	4.82
69170000	12.91
69180000	7.00
69190000	6.15
69200000	10.35
69210000	2.11
69220000	33.97
69230000	3.96
69240000	8.83
69250000	2.51
69260000	13.79
69270000	2.34
69280000	2.92
69290000	5.61
69300000	8.74
69310000	6.00
69320000	9.86
69330000	2.86
69340000	5.96
69350000	5.19
69360000	16.33
69370000	2.78
69380000	2.15
69390000	2.20
69400000	12.48
69410000	7.71
69420000	13.69
69430000	4.23
69440000	3.19
69450000	28.65
69460000	13.13
69470000	32.40
69480000	10.47
69490000	12.32
69500000	14.91
69510000	13.00
69520000	21.31
69530000	11.15
69540000	19.46
69550000	1.54
69560000	3.45
69570000	5.44
69580000	15.35
69590000	3.43
69600000	11.79
69610000	27.93
69620000	6.66
69630000	3.45
69640000	10.38
69650000	11.16
69660000	5.51
69670000	9.15
69680000	10.95
69690000	5.20
69700000	11.56
69710000	3.95
69720000	5.72
69730000	4.59
69740000	92.84
69750000	4.70
69760000	12.29
69770000	19.67
69780000	14.44
69790000	7.00
69800000	9.62
69810000	4.90
69820000	3.47
69830000	4.14
69840000	4.99
69850000	12.78
69860000	3.65
69870000	5.81
69880000	6.73
69890000	2.93
69900000	3.76
69910000	28.05
69920000	4.98
69930000	4.14
69940000	10.41
69950000	2.43
69960000	1.77
69970000	2.60
69980000	32.65
69990000	5.28
70000000	4.10
70010000	6.07
70020000	6.28
70030000	18.71
70040000	6.25
70050000	4.10
70060000	6.91
70070000	5.05
70080000	10.48
70090000	10.63
70100000	1.80
70110000	8.90
70120000	9.15
70130000	8.80
70140000	20.44
70150000	8.17
70160000	5.12
70170000	2.37
70180000	7.45
70190000	8.66
70200000	2.44
70210000	5.57
70220000	11.57
70230000	6.36
70240000	12.26
70250000	3.04
70260000	5.32
70270000	7.66
70280000	4.77
70290000	4.90
70300000	3.37
70310000	1.83
70320000	5.48
70330000	2.51
70340000	6.73
70350000	15.16
70360000	4.44
70370000	21.76
70380000	19.22
70390000	14.49
70400000	15.99
70410000	7.73
70420000	6.40
70430000	7.77
70440000	20.80
70450000	8.62
70460000	4.70
70470000	5.75
70480000	10.07
70490000	7.86
70500000	1.29
70510000	9.32
70520000	9.43
70530000	7.06
70540000	3.18
70550000	2.39
70560000	3.94
70570000	9.26
70580000	6.92
70590000	4.47
70600000	3.44
70610000	4.07
70620000	4.05
70630000	3.32
70640000	1.71
70650000	1.62
70660000	2.97
70670000	7.28
70680000	6.65
70690000	2.25
70700000	6.04
70710000	3.80
70720000	4.15
70730000	2.63
70740000	2.03
70750000	4.81
70760000	6.81
70770000	2.57
70780000	6.24
70790000	3.11
70800000	1.68
70810000	8.54
70820000	8.14
70830000	1.82
70840000	17.09
70850000	3.09
70860000	3.08
70870000	6.77
70880000	5.39
70890000	10.60
70900000	13.32
70910000	9.70
70920000	19.51
70930000	2.32
70940000	5.37
70950000	5.00
70960000	2.24
70970000	7.80
70980000	3.91
70990000	4.72
71000000	5.65
71010000	16.09
71020000	11.03
71030000	19.05
71040000	4.50
71050000	2.17
71060000	2.08
71070000	2.44
71080000	6.91
71090000	4.89
71100000	3.23
71110000	6.97
71120000	8.37
71130000	4.82
71140000	1.65
71150000	5.21
71160000	3.39
71170000	4.85
71180000	3.29
71190000	10.62
71200000	16.50
71210000	5.69
71220000	7.70
71230000	9.48
71240000	3.99
71250000	1.77
71260000	4.44
71270000	2.33
71280000	3.63
71290000	8.45
71300000	3.23
71310000	21.20
71320000	4.76
71330000	7.02
71340000	2.38
71350000	3.76
71360000	1.77
71370000	2.71
71380000	2.74
71390000	7.63
71400000	3.19
71410000	3.13
71420000	4.19
71430000	6.90
71440000	7.32
71450000	6.95
71460000	4.08
71470000	2.38
71480000	4.25
71490000	5.35
71500000	2.63
71510000	7.24
71520000	7.75
71530000	3.28
71540000	1.38
71550000	8.24
71560000	48.28
71570000	8.93
71580000	5.92
71590000	6.86
71600000	13.00
71610000	2.61
71620000	5.07
71630000	5.72
71640000	4.34
71650000	10.67
71660000	5.53
71670000	9.48
71680000	10.96
71690000	6.25
71700000	2.02
71710000	2.54
71720000	7.62
71730000	9.00
71740000	1.93
71750000	1.94
71760000	9.42
71770000	5.38
71780000	4.00
71790000	5.20
71800000	5.14
71810000	1.84
71820000	5.90
71830000	2.84
71840000	3.53
71850000	8.76
71860000	4.35
71870000	6.12
71880000	8.00
71890000	6.19
71900000	6.22
71910000	10.89
71920000	3.36
71930000	7.30
71940000	9.29
71950000	3.18
71960000	10.02
71970000	4.11
71980000	6.05
71990000	3.63
72000000	4.61
72010000	9.76
72020000	14.30
72030000	5.12
72040000	4.32
72050000	4.26
72060000	1.52
72070000	41.73
72080000	5.49
72090000	8.86
72100000	3.58
72110000	2.17
72120000	4.37
72130000	5.41
72140000	3.08
72150000	3.73
72160000	2.69
72170000	3.24
72180000	3.42
72190000	4.29
72200000	6.16
72210000	1.77
72220000	2.46
72230000	3.59
72240000	3.36
72250000	2.96
72260000	2.62
72270000	3.03
72280000	3.53
72290000	7.16
72300000	5.72
72310000	3.58
72320000	4.82
72330000	2.65
72340000	2.51
72350000	4.69
72360000	5.89
72370000	11.21
72380000	4.97
72390000	4.84
72400000	10.32
72410000	4.36
72420000	33.37
72430000	7.08
72440000	4.86
72450000	6.14
72460000	2.06
72470000	1.97
72480000	6.70
72490000	3.56
72500000	2.07
72510000	3.25
72520000	1.65
72530000	11.57
72540000	3.25
72550000	1.82
72560000	2.66
72570000	12.66
72580000	14.53
72590000	2.85
72600000	10.30
72610000	20.90
72620000	3.27
72630000	30.87
72640000	3.89
72650000	3.85
72660000	3.67
72670000	12.35
72680000	10.67
72690000	4.36
72700000	13.98
72710000	3.55
72720000	5.47
72730000	3.68
72740000	4.04
72750000	5.18
72760000	4.11
72770000	8.20
72780000	4.88
72790000	4.41
72800000	3.16
72810000	3.62
72820000	2.56
72830000	1.93
72840000	3.99
72850000	5.11
72860000	5.27
72870000	5.08
72880000	2.91
72890000	5.38
72900000	1.75
72910000	1.59
72920000	18.40
72930000	3.91
72940000	5.46
72950000	3.16
72960000	7.60
72970000	1.41
72980000	2.09
72990000	7.27
73000000	7.29
73010000	6.28
73020000	2.78
73030000	7.88
73040000	6.77
73050000	1.36
73060000	1.43
73070000	2.65
73080000	3.96
73090000	3.23
73100000	4.45
73110000	2.93
73120000	2.94
73130000	3.90
73140000	9.99
73150000	2.97
73160000	8.11
73170000	5.42
73180000	9.07
73190000	2.57
73200000	3.80
73210000	3.61
73220000	3.93
73230000	1.41
73240000	4.12
73250000	9.14
73260000	11.30
73270000	7.74
73280000	7.02
73290000	3.18
73300000	3.74
73310000	8.53
73320000	9.70
73330000	5.19
73340000	2.62
73350000	6.57
73360000	6.07
73370000	2.04
73380000	44.51
73390000	2.10
73400000	2.09
73410000	2.84
73420000	5.86
73430000	4.47
73440000	5.11
73450000	3.45
73460000	5.61
73470000	4.09
73480000	1.77
73490000	6.50
73500000	2.64
73510000	2.93
73520000	3.98
73530000	5.24
73540000	4.43
73550000	5.23
73560000	3.50
73570000	6.55
73580000	2.14
73590000	7.19
73600000	2.96
73610000	1.30
73620000	4.51
73630000	3.46
73640000	4.17
73650000	5.98
73660000	9.89
73670000	17.28
73680000	8.36
73690000	8.60
73700000	2.34
73710000	2.36
73720000	3.14
73730000	8.21
73740000	3.18
73750000	1.79
73760000	4.78
73770000	1.89
73780000	5.74
73790000	2.76
73800000	5.21
73810000	5.76
73820000	15.20
73830000	1.66
73840000	4.36
73850000	3.15
73860000	5.43
73870000	1.98
73880000	8.66
73890000	4.46
73900000	10.01
73910000	5.14
73920000	7.27
73930000	15.46
73940000	2.63
73950000	4.22
73960000	3.05
73970000	3.84
73980000	6.12
73990000	7.40
74000000	2.46
74010000	25.45
74020000	6.84
74030000	5.19
74040000	6.31
74050000	13.04
74060000	8.18
74070000	17.05
74080000	4.69
74090000	12.81
74100000	5.27
74110000	6.87
74120000	4.27
74130000	2.13
74140000	4.30
74150000	6.04
74160000	2.71
74170000	1.81
74180000	3.53
74190000	3.27
74200000	2.47
74210000	1.96
74220000	6.39
74230000	8.62
74240000	6.93
74250000	6.81
74260000	5.65
74270000	13.30
74280000	8.02
74290000	11.59
74300000	10.97
74310000	3.41
74320000	11.32
74330000	7.33
74340000	7.65
74350000	7.78
74360000	7.79
74370000	79.66
74380000	13.88
74390000	8.34
74400000	3.94
74410000	5.40
74420000	13.47
74430000	4.27
74440000	2.63
74450000	8.99
74460000	9.87
74470000	17.86
74480000	3.23
74490000	4.47
74500000	6.86
74510000	11.07
74520000	2.52
74530000	2.17
74540000	5.01
74550000	17.69
74560000	2.09
74570000	4.29
74580000	16.33
74590000	11.29
74600000	14.26
74610000	26.97
74620000	9.26
74630000	5.89
74640000	23.49
74650000	9.54
74660000	1.63
74670000	3.57
74680000	3.85
74690000	7.64
74700000	5.63
74710000	11.57
74720000	1.86
74730000	5.51
74740000	5.60
74750000	5.99
74760000	3.86
74770000	9.50
74780000	2.19
74790000	1.68
74800000	1.86
74810000	3.18
74820000	5.29
74830000	4.09
74840000	4.52
74850000	8.72
74860000	7.66
74870000	3.57
74880000	8.09
74890000	3.12
74900000	2.13
74910000	3.85
74920000	2.41
74930000	10.67
74940000	3.34
74950000	1.45
74960000	7.70
74970000	2.18
74980000	3.43
74990000	3.07
75000000	1.91
75010000	4.51
75020000	3.89
75030000	2.27
75040000	6.53
75050000	4.36
75060000	5.96
75070000	5.67
75080000	4.41
75090000	1.97
75100000	4.47
75110000	3.40
75120000	1.79
75130000	2.43
75140000	11.16
75150000	4.77
75160000	3.98
75170000	3.61
75180000	4.37
75190000	3.33
75200000	5.79
75210000	6.94
75220000	1.89
75230000	9.55
75240000	7.92
75250000	2.39
75260000	55.16
75270000	2.02
75280000	4.24
75290000	3.86
75300000	2.42
75310000	4.07
75320000	1.85
75330000	1.73
75340000	9.66
75350000	4.13
75360000	3.68
75370000	3.75
75380000	2.80
75390000	2.18
75400000	7.18
