state	LIBR16393-IndivA_XXXX_XXX_2015-11-19
116330000	4.53
116340000	8.39
116350000	9.67
116360000	5.38
116370000	25.65
116380000	4.21
116390000	2.53
116400000	2.13
116410000	9.20
116420000	8.74
116430000	5.44
116440000	2.53
116450000	2.78
116460000	2.40
116470000	5.60
116480000	2.81
116490000	4.45
116500000	10.81
116510000	6.50
116520000	24.05
116530000	16.74
116540000	7.77
116550000	12.85
116560000	3.31
116570000	3.39
116580000	10.25
116590000	5.91
116600000	6.30
116610000	8.31
116620000	4.67
116630000	2.86
116640000	2.04
116650000	1.93
116660000	3.43
116670000	5.27
116680000	3.18
116690000	5.16
116700000	2.19
116710000	1.43
116720000	1.61
116730000	5.60
116740000	6.46
116750000	3.54
116760000	4.81
116770000	5.00
116780000	2.43
116790000	3.40
116800000	14.36
116810000	8.76
116820000	2.60
116830000	6.62
116840000	6.79
116850000	18.09
116860000	13.75
116870000	17.41
116880000	5.02
116890000	14.96
116900000	25.92
116910000	7.06
116920000	10.41
116930000	5.58
116940000	6.25
116950000	1.85
116960000	2.36
116970000	2.97
116980000	2.33
116990000	2.73
117000000	6.71
117010000	1.90
117020000	1.86
117030000	3.73
117040000	2.26
117050000	2.85
117060000	5.90
117070000	6.56
117080000	3.17
117090000	4.45
117100000	3.61
117110000	2.70
117120000	5.91
117130000	9.82
117140000	9.37
117150000	4.66
117160000	2.92
117170000	19.38
117180000	4.35
117190000	9.17
117200000	5.28
117210000	4.41
117220000	15.57
117230000	3.54
117240000	1.80
117250000	2.52
117260000	10.99
117270000	2.82
117280000	3.85
117290000	2.96
117300000	8.47
117310000	6.31
117320000	4.35
117330000	5.24
117340000	3.03
117350000	3.30
117360000	8.55
117370000	2.74
117380000	2.24
117390000	2.19
117400000	7.65
117410000	6.70
117420000	4.76
117430000	3.39
117440000	11.92
117450000	2.19
117460000	2.48
117470000	3.07
117480000	34.07
117490000	1.61
117500000	15.05
117510000	1.62
117520000	2.37
117530000	2.44
117540000	12.00
117550000	15.85
117560000	4.34
117570000	9.85
117580000	12.59
117590000	7.46
117600000	12.32
117610000	22.04
117620000	4.29
117630000	4.99
117640000	2.03
117650000	2.11
117660000	3.40
117670000	1.55
117680000	3.82
117690000	5.85
117700000	2.10
117710000	3.93
117720000	3.06
117730000	3.66
117740000	3.49
117750000	2.88
117760000	4.90
117770000	6.32
117780000	3.72
117790000	9.69
117800000	2.40
117810000	4.39
117820000	2.13
117830000	2.85
117840000	2.73
117850000	12.68
117860000	18.86
117870000	5.41
117880000	6.11
117890000	3.46
117900000	3.05
117910000	6.13
117920000	5.12
117930000	6.55
117940000	17.30
117950000	20.03
117960000	8.21
117970000	4.55
117980000	8.20
117990000	4.51
118000000	4.63
118010000	4.33
118020000	4.05
118030000	9.92
118040000	9.81
118050000	2.56
118060000	4.75
118070000	4.67
118080000	2.56
118090000	3.41
118100000	3.29
118110000	2.24
118120000	4.41
118130000	10.54
118140000	14.24
118150000	7.31
118160000	6.41
118170000	4.01
118180000	18.58
118190000	11.42
118200000	4.81
118210000	4.05
118220000	5.66
118230000	8.65
118240000	3.00
118250000	4.69
118260000	5.21
118270000	4.61
118280000	5.16
118290000	9.52
118300000	6.88
118310000	7.61
118320000	1.63
118330000	3.76
118340000	9.86
118350000	4.90
118360000	4.71
118370000	11.94
118380000	23.07
118390000	10.44
118400000	2.61
118410000	7.39
118420000	4.01
118430000	4.79
118440000	4.41
118450000	12.19
118460000	3.47
118470000	6.51
118480000	4.76
118490000	4.47
118500000	18.76
118510000	7.42
118520000	5.79
118530000	21.30
118540000	2.43
118550000	6.70
118560000	3.24
118570000	1.37
118580000	2.64
118590000	9.73
118600000	5.51
118610000	1.84
118620000	9.98
118630000	8.88
118640000	5.72
118650000	6.74
118660000	6.92
118670000	7.46
118680000	8.88
118690000	15.32
118700000	4.60
118710000	4.64
118720000	8.13
118730000	20.76
118740000	9.40
118750000	2.48
118760000	3.07
118770000	5.02
118780000	4.37
118790000	3.65
118800000	1.59
118810000	4.45
118820000	3.51
118830000	12.36
118840000	2.17
118850000	3.16
118860000	20.54
118870000	5.28
118880000	4.74
118890000	3.49
118900000	3.75
118910000	1.98
118920000	2.77
118930000	2.32
118940000	2.01
118950000	2.70
118960000	7.63
118970000	7.77
118980000	3.14
118990000	13.33
119000000	12.27
119010000	3.45
119020000	5.14
119030000	4.82
119040000	7.89
119050000	3.00
119060000	1.61
119070000	2.92
119080000	8.16
119090000	4.34
119100000	12.26
119110000	2.37
119120000	6.75
119130000	2.27
119140000	18.98
119150000	3.67
119160000	2.10
119170000	11.40
119180000	5.41
119190000	16.21
119200000	7.27
119210000	57.59
119220000	6.01
119230000	9.57
119240000	14.64
119250000	4.67
119260000	3.25
119270000	1.00
119280000	3.85
119290000	4.18
119300000	3.03
119310000	3.47
119320000	5.49
119330000	10.60
119340000	3.06
119350000	7.00
119360000	2.06
119370000	1.75
119380000	1.61
119390000	1.57
119400000	12.50
119410000	11.20
119420000	14.26
119430000	9.37
119440000	18.03
119450000	14.23
119460000	7.65
119470000	10.65
119480000	13.43
119490000	3.26
119500000	21.09
119510000	4.08
119520000	2.57
119530000	4.36
119540000	2.66
119550000	1.69
119560000	2.87
119570000	3.68
119580000	2.86
119590000	11.05
119600000	3.08
119610000	3.40
119620000	10.64
119630000	8.90
119640000	3.12
119650000	4.98
119660000	8.49
119670000	11.43
119680000	7.96
119690000	3.80
119700000	1.73
119710000	6.33
119720000	4.74
119730000	1.99
119740000	3.25
119750000	7.80
119760000	3.52
119770000	2.92
119780000	2.44
119790000	1.02
119800000	2.61
119810000	8.00
119820000	3.02
119830000	1.42
119840000	10.72
119850000	4.55
119860000	2.67
119870000	4.97
119880000	13.33
119890000	4.45
119900000	2.35
119910000	12.23
119920000	3.28
119930000	4.14
119940000	12.38
119950000	3.95
119960000	3.63
119970000	8.26
119980000	5.21
119990000	2.70
120000000	2.08
120010000	3.17
120020000	3.12
120030000	6.20
120040000	1.66
120050000	5.78
120060000	9.70
120070000	2.84
120080000	2.49
120090000	5.56
120100000	7.64
120110000	4.52
120120000	3.61
120130000	3.25
120140000	8.21
120150000	3.23
120160000	18.93
120170000	2.79
120180000	5.79
120190000	5.25
120200000	4.76
120210000	8.26
120220000	3.03
120230000	7.22
120240000	7.48
120250000	2.24
120260000	5.24
120270000	7.61
120280000	2.96
120290000	2.66
120300000	5.44
120310000	12.62
120320000	5.97
120330000	5.13
120340000	12.96
120350000	9.87
120360000	13.92
120370000	11.75
120380000	22.97
120390000	8.48
120400000	48.88
120410000	7.43
120420000	10.39
120430000	5.25
120440000	9.94
120450000	14.81
120460000	12.63
120470000	2.13
120480000	2.62
120490000	3.34
120500000	16.17
120510000	4.82
120520000	7.31
120530000	7.87
120540000	3.95
120550000	5.93
120560000	30.01
120570000	5.85
120580000	16.91
120590000	4.22
120600000	10.47
120610000	5.21
120620000	2.99
120630000	10.90
120640000	3.27
120650000	17.01
120660000	3.74
120670000	6.39
120680000	1.97
120690000	2.72
120700000	3.64
120710000	3.51
120720000	8.21
120730000	3.25
120740000	4.87
120750000	9.28
120760000	13.70
120770000	6.83
120780000	15.11
120790000	12.93
120800000	11.82
120810000	19.60
120820000	5.43
120830000	7.45
120840000	11.89
120850000	6.17
120860000	4.64
120870000	11.77
120880000	1.88
120890000	24.11
120900000	3.05
120910000	3.69
120920000	1.85
120930000	1.62
120940000	2.82
120950000	2.28
120960000	1.68
120970000	2.69
120980000	1.98
120990000	3.23
121000000	4.32
121010000	6.15
121020000	7.83
121030000	6.52
121040000	6.88
121050000	3.20
121060000	5.46
121070000	4.90
121080000	1.99
121090000	1.64
121100000	4.96
121110000	10.00
121120000	8.32
121130000	8.21
121140000	14.60
121150000	8.40
121160000	9.72
121170000	3.34
121180000	20.98
121190000	18.13
121200000	7.81
121210000	6.79
121220000	8.23
121230000	6.35
121240000	5.43
121250000	10.30
121260000	9.91
121270000	10.66
121280000	12.56
121290000	2.89
121300000	13.16
121310000	20.03
121320000	13.11
121330000	14.04
121340000	8.59
121350000	72.12
121360000	2.90
121370000	3.24
121380000	15.14
121390000	18.25
121400000	4.67
121410000	2.95
121420000	4.16
121430000	4.04
121440000	2.43
121450000	8.82
121460000	2.19
121470000	1.81
121480000	1.57
121490000	2.05
121500000	2.44
121510000	4.11
121520000	3.39
121530000	6.85
121540000	3.02
121550000	3.59
121560000	3.86
121570000	3.96
121580000	3.70
121590000	5.02
121600000	12.26
121610000	7.51
121620000	8.16
121630000	2.58
121640000	3.55
121650000	4.05
121660000	4.40
121670000	6.33
121680000	2.36
121690000	7.05
121700000	4.36
121710000	7.47
121720000	2.54
121730000	8.84
121740000	2.90
121750000	7.92
121760000	5.50
121770000	5.52
121780000	4.92
121790000	2.04
121800000	3.91
121810000	1.87
121820000	3.54
121830000	6.06
121840000	2.21
121850000	3.23
121860000	3.62
121870000	1.94
121880000	9.54
121890000	5.02
121900000	6.22
121910000	21.23
121920000	18.17
121930000	9.49
121940000	6.04
121950000	4.86
121960000	14.73
121970000	24.55
121980000	7.36
121990000	2.28
122000000	4.55
122010000	2.91
122020000	3.94
122030000	5.70
122040000	6.13
122050000	44.14
122060000	25.45
122070000	8.26
122080000	13.78
122090000	27.67
122100000	4.75
122110000	5.73
122120000	5.69
122130000	4.91
122140000	7.60
122150000	2.47
122160000	6.14
122170000	6.52
122180000	4.82
122190000	4.03
122200000	4.29
122210000	3.86
122220000	4.54
122230000	3.47
122240000	4.73
122250000	2.98
122260000	34.62
122270000	9.19
122280000	8.55
122290000	23.38
122300000	10.37
122310000	27.03
122320000	11.81
122330000	16.12
122340000	23.80
122350000	9.87
122360000	3.67
122370000	12.75
122380000	18.33
122390000	7.60
122400000	9.28
122410000	5.87
122420000	4.13
122430000	42.80
122440000	6.72
122450000	12.04
122460000	17.64
122470000	2.41
122480000	21.66
122490000	5.85
122500000	6.16
122510000	5.63
122520000	2.12
122530000	3.96
122540000	8.47
122550000	1.70
122560000	3.48
122570000	8.33
122580000	6.01
122590000	6.19
122600000	4.39
122610000	17.10
122620000	9.58
122630000	29.89
122640000	24.07
122650000	9.52
122660000	5.31
122670000	6.62
122680000	14.30
122690000	46.50
122700000	3.14
122710000	5.85
122720000	27.01
122730000	18.80
122740000	7.25
122750000	16.48
122760000	15.06
122770000	14.29
122780000	2.99
122790000	9.90
122800000	12.65
122810000	3.38
122820000	16.88
122830000	9.17
122840000	36.03
122850000	19.76
122860000	4.28
122870000	1.78
122880000	4.98
122890000	2.89
122900000	5.15
122910000	2.22
122920000	3.85
122930000	12.95
122940000	2.63
122950000	5.06
122960000	3.42
122970000	23.71
122980000	11.21
122990000	9.04
123000000	6.80
123010000	13.64
123020000	6.65
123030000	54.43
123040000	10.68
123050000	3.74
123060000	5.06
123070000	10.18
123080000	5.64
123090000	5.46
123100000	9.38
123110000	3.78
123120000	2.69
123130000	8.34
123140000	4.69
123150000	8.72
123160000	3.49
123170000	16.12
123180000	7.86
123190000	20.05
123200000	5.78
123210000	13.04
123220000	2.74
123230000	12.35
123240000	4.07
123250000	23.97
123260000	8.73
123270000	12.25
123280000	6.39
123290000	3.37
123300000	4.16
123310000	5.90
123320000	3.42
123330000	1.49
123340000	3.17
123350000	3.59
123360000	20.53
123370000	7.46
123380000	2.97
123390000	28.61
123400000	1.44
123410000	2.39
123420000	4.30
123430000	8.61
123440000	2.17
123450000	3.77
123460000	26.22
123470000	3.56
123480000	5.88
123490000	17.17
123500000	9.05
123510000	3.87
123520000	11.43
123530000	11.67
123540000	8.53
123550000	8.98
123560000	10.08
123570000	10.04
123580000	1.87
123590000	3.43
123600000	3.37
123610000	20.28
123620000	14.31
123630000	8.31
123640000	31.02
123650000	5.80
123660000	3.84
123670000	6.44
123680000	5.58
123690000	4.64
123700000	4.66
123710000	24.88
123720000	2.82
123730000	6.60
123740000	5.50
123750000	5.58
123760000	17.05
123770000	36.42
123780000	5.80
123790000	8.20
123800000	6.49
123810000	13.03
123820000	7.25
123830000	7.39
123840000	4.51
123850000	4.22
123860000	8.09
123870000	5.82
123880000	12.77
123890000	9.88
123900000	7.07
123910000	7.64
123920000	2.35
123930000	4.64
123940000	6.39
123950000	8.69
123960000	18.63
123970000	3.27
123980000	3.44
123990000	4.87
124000000	5.99
124010000	8.23
124020000	8.75
124030000	10.99
124040000	17.24
124050000	8.28
124060000	8.33
124070000	8.55
124080000	4.84
124090000	16.49
124100000	7.57
124110000	8.91
124120000	5.50
124130000	9.27
124140000	2.40
124150000	3.26
124160000	5.99
124170000	8.09
124180000	2.70
124190000	5.16
124200000	6.10
124210000	4.54
124220000	1.25
124230000	8.65
124240000	5.66
124250000	9.08
124260000	3.20
124270000	2.05
124280000	2.59
124290000	3.84
124300000	4.28
124310000	6.76
124320000	3.10
124330000	7.73
124340000	2.70
124350000	3.33
124360000	9.20
124370000	6.25
124380000	3.44
124390000	4.35
124400000	4.72
124410000	2.69
124420000	7.72
124430000	2.96
124440000	8.59
124450000	4.77
124460000	2.97
124470000	1.93
124480000	3.18
124490000	3.56
124500000	9.84
124510000	10.92
124520000	9.15
124530000	6.00
124540000	7.33
124550000	9.62
124560000	2.98
124570000	2.14
124580000	4.57
124590000	3.68
124600000	14.01
124610000	7.08
124620000	15.36
124630000	15.13
124640000	3.74
124650000	4.97
124660000	4.88
124670000	13.48
124680000	7.84
124690000	25.58
124700000	10.31
124710000	5.39
124720000	5.30
124730000	4.70
124740000	7.10
124750000	6.63
124760000	2.04
124770000	10.47
124780000	7.37
124790000	11.10
124800000	8.28
124810000	17.25
124820000	25.35
124830000	7.97
124840000	4.85
124850000	3.14
124860000	21.40
124870000	3.62
124880000	21.95
124890000	21.04
124900000	34.40
124910000	22.01
124920000	25.49
124930000	14.80
124940000	3.98
124950000	3.56
124960000	4.45
124970000	1.66
124980000	12.69
124990000	5.56
125000000	7.50
125010000	7.63
125020000	15.13
125030000	12.64
125040000	5.86
125050000	6.47
125060000	4.09
125070000	4.29
125080000	8.80
125090000	6.00
125100000	2.64
125110000	11.66
125120000	11.53
125130000	7.44
125140000	9.78
125150000	7.66
125160000	1.82
125170000	2.57
125180000	6.44
125190000	4.90
125200000	14.26
125210000	3.25
125220000	7.63
125230000	7.69
125240000	16.02
125250000	12.18
125260000	1.49
125270000	4.94
125280000	3.15
125290000	6.41
125300000	4.32
125310000	8.21
125320000	8.53
125330000	13.46
125340000	37.93
125350000	14.31
125360000	6.72
125370000	3.83
125380000	11.27
125390000	12.10
125400000	5.31
125410000	6.14
125420000	5.88
125430000	10.69
125440000	24.02
125450000	2.38
125460000	4.76
125470000	3.01
125480000	6.99
125490000	2.06
125500000	11.62
125510000	2.15
125520000	2.21
125530000	6.74
125540000	2.12
125550000	1.63
125560000	3.26
125570000	2.32
125580000	14.63
125590000	3.54
125600000	1.57
125610000	8.37
125620000	2.15
125630000	6.46
125640000	2.37
125650000	3.76
125660000	5.07
125670000	5.74
125680000	3.92
125690000	12.86
125700000	10.41
125710000	7.04
125720000	3.31
125730000	10.68
125740000	4.30
125750000	4.09
125760000	11.20
125770000	3.72
125780000	2.54
125790000	5.12
125800000	3.34
125810000	2.72
125820000	2.72
125830000	1.49
125840000	2.94
125850000	2.69
125860000	11.49
125870000	7.13
125880000	4.86
125890000	18.09
125900000	11.17
125910000	5.88
125920000	5.00
125930000	6.56
125940000	2.80
125950000	5.07
125960000	4.52
125970000	2.04
125980000	1.73
125990000	9.15
126000000	9.40
126010000	4.52
126020000	2.27
126030000	2.47
126040000	15.21
126050000	4.46
126060000	6.93
126070000	4.95
126080000	2.81
126090000	2.08
126100000	4.01
126110000	2.24
126120000	4.45
126130000	4.73
126140000	2.40
126150000	4.19
126160000	5.33
126170000	10.71
126180000	1.78
126190000	3.54
126200000	2.35
126210000	3.37
126220000	6.56
126230000	4.65
126240000	8.86
126250000	6.00
126260000	2.51
126270000	2.24
126280000	2.29
126290000	3.52
126300000	4.30
126310000	5.79
126320000	7.05
126330000	4.27
126340000	12.19
126350000	6.25
126360000	4.73
126370000	10.90
126380000	2.86
126390000	9.16
126400000	5.28
126410000	13.41
126420000	9.72
126430000	9.52
126440000	3.52
126450000	3.14
126460000	5.69
126470000	4.00
126480000	5.84
126490000	3.10
126500000	9.57
126510000	7.61
126520000	2.07
126530000	4.90
126540000	3.89
126550000	1.37
126560000	2.36
126570000	8.00
126580000	3.92
126590000	5.45
126600000	3.05
126610000	3.75
126620000	5.94
126630000	6.46
126640000	4.70
126650000	4.37
126660000	4.97
126670000	11.67
126680000	11.69
126690000	4.86
126700000	12.98
126710000	5.23
126720000	10.49
126730000	8.05
126740000	8.35
126750000	5.33
126760000	3.55
126770000	3.80
126780000	7.54
126790000	9.31
126800000	5.90
126810000	7.02
126820000	8.15
126830000	12.45
126840000	13.16
126850000	6.09
126860000	10.20
126870000	13.51
126880000	13.12
126890000	8.75
126900000	1.67
126910000	46.06
126920000	3.88
126930000	9.06
126940000	6.63
126950000	3.17
126960000	9.77
126970000	4.31
126980000	4.66
126990000	12.81
127000000	2.68
127010000	11.65
127020000	7.75
127030000	21.18
127040000	3.60
127050000	13.43
127060000	7.97
127070000	2.19
127080000	1.78
127090000	7.80
127100000	10.44
127110000	3.08
127120000	3.43
127130000	2.93
127140000	3.85
127150000	2.08
127160000	2.14
127170000	7.79
127180000	4.13
127190000	5.61
127200000	4.39
127210000	4.75
127220000	3.43
127230000	2.10
127240000	1.62
127250000	3.52
127260000	2.10
127270000	2.63
127280000	3.56
127290000	5.19
127300000	8.72
127310000	2.24
127320000	4.72
127330000	3.16
127340000	2.57
127350000	9.98
127360000	3.77
127370000	4.14
127380000	5.62
127390000	2.48
127400000	3.38
127410000	2.04
127420000	4.33
127430000	4.03
127440000	4.98
127450000	11.03
127460000	4.31
127470000	21.69
127480000	2.08
127490000	1.99
127500000	14.57
127510000	13.40
127520000	12.77
127530000	4.32
127540000	2.95
127550000	2.42
127560000	4.07
127570000	1.87
127580000	5.03
127590000	3.40
127600000	2.08
127610000	5.21
127620000	7.28
127630000	5.22
127640000	3.57
127650000	7.34
127660000	2.22
127670000	3.42
127680000	23.35
127690000	1.69
127700000	5.43
127710000	3.70
127720000	4.25
127730000	5.28
127740000	10.07
127750000	6.67
127760000	4.58
127770000	4.87
127780000	5.55
127790000	10.95
127800000	2.80
127810000	16.85
127820000	2.89
127830000	3.80
127840000	5.07
127850000	4.60
127860000	8.91
127870000	2.54
127880000	5.28
127890000	5.37
127900000	4.47
127910000	4.47
127920000	4.55
127930000	12.22
127940000	6.29
127950000	4.88
127960000	5.22
127970000	1.42
127980000	2.17
127990000	3.01
128000000	2.64
128010000	3.14
128020000	5.29
128030000	3.29
128040000	4.04
128050000	16.76
128060000	16.12
128070000	3.67
128080000	7.25
128090000	4.25
128100000	1.73
128110000	4.38
128120000	2.09
128130000	3.76
128140000	4.61
128150000	8.19
128160000	10.83
128170000	5.53
128180000	4.91
128190000	4.08
128200000	2.69
128210000	2.77
128220000	9.32
128230000	4.69
128240000	5.19
128250000	4.34
128260000	5.27
128270000	3.71
128280000	6.72
128290000	7.52
128300000	9.33
128310000	2.40
128320000	11.24
128330000	4.32
128340000	9.04
128350000	6.08
128360000	2.95
128370000	3.67
128380000	5.80
128390000	7.08
128400000	5.64
128410000	3.01
128420000	7.43
128430000	5.90
128440000	8.59
128450000	8.31
128460000	11.37
128470000	1.75
128480000	3.15
128490000	1.02
128500000	9.13
128510000	2.40
128520000	2.64
128530000	2.47
128540000	5.90
128550000	5.96
128560000	6.98
128570000	6.18
128580000	4.10
128590000	3.22
128600000	2.17
128610000	2.41
128620000	3.73
128630000	3.50
128640000	4.28
128650000	2.17
128660000	4.18
128670000	10.78
128680000	5.96
128690000	6.56
128700000	5.53
128710000	3.83
128720000	9.98
128730000	5.16
128740000	4.85
128750000	7.04
128760000	5.52
128770000	2.39
128780000	6.87
128790000	15.25
128800000	1.52
128810000	3.42
128820000	1.87
128830000	2.66
128840000	5.87
128850000	5.80
128860000	3.44
128870000	3.37
128880000	5.93
128890000	2.98
128900000	8.93
128910000	2.24
128920000	2.68
128930000	1.29
128940000	5.31
128950000	3.38
128960000	22.88
128970000	9.01
128980000	2.36
128990000	3.37
129000000	6.03
129010000	4.86
129020000	6.70
129030000	8.09
129040000	53.88
129050000	13.33
129060000	11.56
129070000	4.02
129080000	3.29
129090000	4.62
129100000	18.36
129110000	3.20
129120000	6.12
129130000	11.34
129140000	8.23
129150000	1.92
129160000	8.15
129170000	3.23
129180000	6.32
129190000	7.12
129200000	8.94
129210000	9.29
129220000	2.89
129230000	8.39
129240000	2.27
129250000	3.41
129260000	5.57
129270000	2.73
129280000	16.25
129290000	3.02
129300000	3.00
129310000	3.07
129320000	11.45
129330000	1.78
129340000	3.05
129350000	4.43
129360000	3.25
129370000	2.16
129380000	10.94
129390000	8.83
129400000	7.06
129410000	7.68
129420000	6.08
129430000	2.97
129440000	2.04
129450000	3.53
129460000	2.36
129470000	2.79
129480000	4.09
129490000	9.91
129500000	3.16
129510000	3.18
129520000	4.06
129530000	4.67
129540000	1.84
129550000	6.93
129560000	2.11
129570000	2.47
129580000	2.34
129590000	3.88
129600000	3.37
129610000	6.43
129620000	2.75
129630000	5.14
129640000	4.01
129650000	2.16
129660000	2.15
129670000	3.28
129680000	4.75
129690000	3.52
129700000	2.87
129710000	3.02
129720000	2.70
129730000	2.02
129740000	7.82
129750000	1.57
129760000	8.13
129770000	2.96
129780000	1.93
129790000	6.94
129800000	14.87
129810000	4.87
129820000	6.49
129830000	11.56
129840000	21.89
129850000	3.47
129860000	5.71
129870000	6.92
129880000	2.71
129890000	6.32
129900000	5.82
129910000	6.89
129920000	5.44
129930000	4.28
129940000	8.98
129950000	8.87
129960000	3.78
129970000	3.01
129980000	4.56
129990000	12.82
130000000	12.00
130010000	3.84
130020000	2.99
130030000	2.59
130040000	4.23
130050000	2.83
130060000	5.97
130070000	2.90
130080000	6.98
130090000	3.16
130100000	3.80
130110000	6.88
130120000	1.35
130130000	7.31
130140000	4.90
130150000	3.06
130160000	3.83
130170000	4.12
130180000	1.96
130190000	3.42
130200000	3.63
130210000	3.70
130220000	3.33
130230000	4.29
130240000	2.84
130250000	2.80
130260000	7.01
130270000	3.26
130280000	2.29
130290000	1.69
130300000	1.63
130310000	4.45
130320000	3.58
130330000	2.23
130340000	3.13
130350000	1.81
130360000	20.36
130370000	2.16
130380000	3.58
130390000	5.63
130400000	1.55
130410000	12.43
130420000	11.97
130430000	5.92
130440000	3.59
130450000	4.01
130460000	5.15
130470000	4.09
130480000	1.79
130490000	3.84
130500000	3.95
130510000	1.81
130520000	11.02
130530000	5.78
130540000	3.93
130550000	6.92
130560000	8.33
130570000	2.12
130580000	4.89
130590000	3.26
130600000	6.09
130610000	4.54
130620000	6.23
130630000	2.53
130640000	2.43
130650000	1.62
130660000	1.99
130670000	4.82
130680000	12.77
130690000	8.67
130700000	6.53
130710000	7.15
130720000	5.44
130730000	9.84
130740000	6.86
130750000	13.76
130760000	13.11
130770000	1.92
130780000	1.50
130790000	1.64
130800000	2.09
130810000	7.25
130820000	19.61
130830000	2.59
130840000	7.12
130850000	4.14
130860000	2.94
130870000	2.65
130880000	2.60
130890000	5.76
130900000	4.07
130910000	3.61
130920000	2.82
130930000	7.04
130940000	2.41
130950000	6.53
130960000	5.59
130970000	2.35
130980000	3.93
130990000	15.07
131000000	10.97
131010000	11.15
131020000	1.81
131030000	3.89
131040000	2.01
131050000	2.84
131060000	2.78
131070000	1.31
131080000	5.81
131090000	6.60
131100000	3.33
131110000	2.02
131120000	3.09
131130000	3.78
131140000	4.10
131150000	4.91
131160000	4.43
131170000	3.32
131180000	3.00
131190000	4.46
131200000	7.16
131210000	4.72
131220000	3.72
131230000	1.37
131240000	4.16
131250000	4.23
131260000	7.57
131270000	2.14
131280000	3.12
131290000	8.05
131300000	37.57
131310000	5.38
131320000	4.20
131330000	19.41
131340000	5.25
131350000	5.03
131360000	1.77
131370000	2.70
131380000	8.01
131390000	2.41
131400000	5.98
131410000	4.33
131420000	13.31
131430000	4.68
131440000	9.92
131450000	3.33
131460000	6.29
131470000	1.00
131480000	3.60
131490000	3.31
131500000	3.51
131510000	17.82
131520000	8.03
131530000	10.16
131540000	12.25
131550000	9.65
131560000	7.55
131570000	4.84
131580000	6.67
131590000	2.84
131600000	2.38
131610000	3.92
131620000	25.83
131630000	15.63
131640000	7.57
131650000	25.73
131660000	9.50
131670000	7.05
131680000	10.62
131690000	4.35
131700000	3.91
131710000	13.15
131720000	3.43
131730000	4.94
131740000	3.18
131750000	6.61
131760000	5.10
131770000	5.74
131780000	4.16
131790000	6.85
131800000	5.49
131810000	4.80
131820000	2.41
131830000	2.61
131840000	3.60
131850000	6.65
131860000	6.31
131870000	3.28
131880000	4.57
131890000	11.31
131900000	3.83
131910000	2.97
131920000	6.35
131930000	3.88
131940000	6.41
131950000	2.60
131960000	7.96
131970000	3.14
131980000	4.69
131990000	6.41
132000000	2.47
132010000	3.20
132020000	3.27
132030000	6.07
132040000	7.47
132050000	2.32
132060000	6.66
132070000	6.94
132080000	8.74
132090000	2.09
132100000	1.59
132110000	6.37
132120000	4.24
132130000	4.86
132140000	3.69
132150000	3.69
132160000	3.90
132170000	1.81
132180000	2.58
132190000	2.25
132200000	3.18
132210000	15.74
132220000	3.88
132230000	8.25
132240000	4.34
132250000	2.07
132260000	1.60
132270000	4.48
132280000	2.13
132290000	2.23
132300000	3.99
132310000	3.52
132320000	2.60
132330000	1.53
132340000	4.50
132350000	2.05
132360000	3.14
132370000	9.13
132380000	5.47
132390000	8.28
132400000	3.50
132410000	2.24
132420000	3.78
132430000	2.76
132440000	2.64
132450000	5.71
132460000	11.57
132470000	20.31
132480000	23.66
132490000	5.58
132500000	2.65
132510000	12.27
132520000	14.58
132530000	4.39
132540000	14.00
132550000	16.02
132560000	2.50
132570000	2.60
132580000	4.52
132590000	2.78
132600000	7.13
132610000	7.50
132620000	7.57
132630000	3.37
132640000	4.79
132650000	2.64
132660000	2.84
132670000	2.67
132680000	2.82
132690000	2.03
132700000	4.16
132710000	4.41
132720000	1.96
132730000	1.66
132740000	9.62
132750000	6.38
132760000	2.68
132770000	8.58
132780000	3.57
132790000	1.65
132800000	4.94
132810000	9.55
132820000	3.33
132830000	6.07
132840000	3.05
132850000	15.68
132860000	4.55
132870000	2.84
132880000	3.64
132890000	2.53
132900000	4.44
132910000	5.07
132920000	8.54
132930000	4.29
132940000	2.27
132950000	4.44
132960000	4.51
132970000	3.88
132980000	6.70
132990000	9.97
133000000	2.85
133010000	3.51
133020000	17.71
133030000	3.36
133040000	4.89
133050000	2.03
133060000	4.87
133070000	10.71
133080000	1.63
133090000	5.19
133100000	7.14
133110000	9.36
133120000	2.41
133130000	5.64
133140000	4.26
133150000	12.72
133160000	1.36
133170000	3.58
133180000	2.16
133190000	3.80
133200000	8.21
133210000	3.15
133220000	2.20
133230000	2.66
133240000	3.63
133250000	30.90
133260000	6.10
133270000	4.77
133280000	23.97
133290000	16.97
133300000	3.38
133310000	4.61
133320000	3.18
133330000	2.36
133340000	1.97
133350000	2.23
133360000	2.77
133370000	12.54
133380000	2.74
133390000	15.77
133400000	5.53
133410000	5.84
133420000	3.49
133430000	3.94
133440000	1.84
133450000	2.57
133460000	5.30
133470000	4.79
133480000	3.22
133490000	2.99
133500000	3.72
133510000	2.56
133520000	3.95
133530000	3.18
133540000	3.82
133550000	7.37
133560000	7.56
133570000	7.39
133580000	1.82
133590000	10.44
133600000	8.11
133610000	53.34
133620000	7.42
133630000	2.43
133640000	50.95
133650000	6.76
133660000	6.29
133670000	1.61
133680000	6.69
133690000	2.61
133700000	1.77
133710000	8.74
133720000	9.15
133730000	2.86
133740000	7.10
133750000	3.49
133760000	3.73
133770000	4.08
133780000	3.21
